,id,f16_Rating,f16_Crossing,f16_Finishing,f16_Heading,f16_Short_Pass,f16_Volleys,f16_Dribbling,f16_Curve,f16_Freekick_Accuracy,f16_Long_Pass,f16_Ball_Control,f16_Acceleration,f16_Speed,f16_Agility,f16_Reactions,f16_Balance,f16_Shot_Power,f16_Jumping,f16_Stamina,f16_Strength,f16_Long_shots,f16_Aggression,f16_Interceptions,f16_Attacking_Position,f16_Vision,f16_penalties,f16_Marking,f16_Standing_Tackle,f16_Sliding_Tackle,f16_GK_Diving,f16_GK_Handling,f16_GK_Kicking,f16_GK_Positioning,f16_GK_Reflexes,f16_Height,f16_Weight,f16_Age,f16_Att_WR,f16_Def_WR,f17_Rating,f17_Height,f17_Weight,f17_Age,f17_Weak_foot,f17_Skill_Moves,f17_Ball_Control,f17_Dribbling,f17_Marking,f17_Sliding_Tackle,f17_Standing_Tackle,f17_Aggression,f17_Reactions,f17_Attacking_Position,f17_Interceptions,f17_Vision,f17_Composure,f17_Crossing,f17_Short_Pass,f17_Long_Pass,f17_Acceleration,f17_Speed,f17_Stamina,f17_Strength,f17_Balance,f17_Agility,f17_Jumping,f17_Heading,f17_Shot_Power,f17_Finishing,f17_Long_Shots,f17_Curve,f17_Freekick_Accuracy,f17_Penalties,f17_Volleys,f17_GK_Positioning,f17_GK_Diving,f17_GK_Kicking,f17_GK_Handling,f17_GK_Reflexes,f17_Att_WR,f17_Def_WR,pac,sho,pas,dri,def,phy
68,163261,72,65,47,67,68,43,61,66,33,59,67,67,67,68,74,62,83,75,78,74,61,83,67,56,25,56,77,77,80,11,8,9,9,8,180,163,30,medium,medium,73,180,163,31,3,2,67,61,74,79,76,85,74,56,67,25,67,65,68,59,67,67,78,74,62,68,75,67,83,47,66,66,33,56,43,9,11,9,8,8,medium,medium,62,59,60,64,73,76
69,167943,79,77,71,70,84,73,75,80,81,82,83,66,68,74,78,77,82,70,80,68,80,77,76,71,82,84,70,73,70,14,9,16,8,12,175,157,29,medium,medium,80,174,157,31,4,3,82,71,72,73,75,77,78,70,77,78,76,72,81,78,66,68,77,68,77,72,70,69,78,70,76,77,77,78,73,8,14,16,9,12,medium,medium,63,73,78,75,73,71
70,225100,67,57,26,66,65,24,65,41,29,53,65,79,80,64,65,70,41,64,67,76,26,56,62,51,39,26,67,71,69,8,13,14,7,7,185,170,18,medium,medium,70,188,170,19,3,2,65,65,69,72,71,63,65,51,62,39,63,57,65,53,79,79,67,78,70,64,64,69,41,26,26,41,29,26,24,7,8,14,13,7,medium,medium,77,30,53,65,69,72
71,135451,75,15,15,14,23,13,15,12,13,19,25,50,52,56,74,53,30,76,27,64,14,40,20,12,19,41,14,14,15,81,67,62,74,81,190,181,34,medium,medium,78,191,201,36,2,1,25,15,14,15,14,40,74,12,20,59,63,15,23,19,50,52,27,64,53,56,76,14,30,15,14,12,13,41,13,75,83,60,73,84,medium,medium,81,75,60,85,51,77
72,186146,79,69,77,80,83,76,81,61,62,64,79,86,84,85,78,64,77,84,84,75,75,77,22,82,69,70,23,38,33,9,10,6,12,16,185,161,24,high,high,80,185,161,26,3,3,78,81,23,33,38,77,78,81,22,72,76,69,77,64,87,85,84,78,64,85,80,75,77,77,70,61,62,70,76,12,9,6,10,16,high,high,84,74,71,79,37,78
73,216791,63,31,30,64,55,36,46,35,34,39,50,63,54,49,53,57,44,74,64,75,26,60,59,31,31,48,67,64,60,12,12,7,12,11,185,170,20,medium,medium,64,185,170,22,3,2,50,46,67,60,64,60,53,31,59,31,47,31,55,39,63,54,64,75,57,49,74,64,44,30,26,35,34,48,36,12,12,7,12,11,medium,medium,72,33,51,50,65,71
74,184716,77,68,58,44,84,38,77,58,50,75,79,72,63,79,82,91,63,78,79,53,60,63,74,67,76,52,60,74,66,10,13,12,6,8,167,137,25,medium,medium,78,168,137,27,3,3,77,77,60,66,74,70,82,69,76,72,84,68,84,75,67,63,86,56,91,79,78,44,63,62,60,58,50,52,38,6,10,12,13,8,medium,medium,62,63,73,77,70,70
75,189271,78,60,45,50,78,43,74,55,41,72,78,69,70,76,76,83,71,70,79,74,59,88,84,64,73,52,72,80,77,9,9,8,10,15,177,163,24,medium,high,80,178,163,25,3,3,78,72,78,80,80,92,77,64,85,70,74,60,78,72,69,70,83,76,85,76,80,60,71,41,57,55,41,52,43,10,9,8,9,15,medium,high,66,52,67,75,78,80
76,186942,82,74,65,53,88,75,85,81,73,81,85,77,74,82,84,83,77,62,74,74,73,68,78,76,85,76,57,63,64,11,14,5,5,13,180,176,24,high,medium,85,180,176,26,4,4,88,87,57,64,64,68,87,77,79,87,86,74,90,83,77,74,73,74,83,85,62,49,77,69,74,81,74,76,75,5,11,5,14,13,high,medium,71,74,83,87,64,71
77,198335,71,72,61,48,68,58,75,59,63,64,73,79,73,79,72,79,66,82,79,58,59,72,69,66,66,56,73,72,70,11,12,8,10,16,172,143,25,high,medium,72,172,143,27,3,3,73,75,73,70,72,72,72,66,69,66,69,72,68,64,79,73,79,58,79,79,82,48,66,61,59,59,63,56,58,10,11,8,12,16,high,medium,75,61,67,75,69,68
78,208920,69,57,41,59,75,52,63,63,59,69,69,77,75,66,73,63,63,71,64,67,56,64,69,42,50,48,67,74,71,10,7,7,16,10,180,165,20,medium,medium,75,180,165,22,3,2,69,63,73,74,77,64,73,44,76,53,68,64,75,72,77,79,75,76,63,66,77,69,63,41,56,63,59,48,52,16,10,7,7,10,medium,medium,76,49,67,66,75,74
79,215639,70,37,64,66,68,55,78,60,54,62,77,86,81,85,66,62,75,69,75,70,66,34,20,68,65,67,17,14,18,11,15,11,15,12,182,170,19,medium,low,73,182,170,21,3,3,77,78,43,44,48,34,66,68,52,66,64,63,68,65,86,79,75,70,62,85,69,66,75,64,66,60,54,67,55,15,11,11,15,12,medium,medium,80,66,64,76,49,64
80,204233,61,55,53,14,60,52,71,54,52,55,62,82,75,79,59,85,46,27,46,21,58,18,16,47,59,55,16,18,22,6,6,7,8,9,172,146,18,medium,medium,76,173,146,20,5,5,80,83,21,22,20,32,72,66,21,67,42,71,73,70,89,87,62,46,83,92,44,39,69,66,62,64,52,54,52,8,6,7,6,9,high,medium,87,65,70,83,23,49
81,164853,73,19,18,18,28,32,19,27,21,25,27,47,49,50,72,42,17,73,41,72,14,44,22,16,16,41,20,11,18,75,69,82,70,75,187,198,30,medium,medium,73,188,198,32,2,1,27,19,20,18,11,44,72,16,22,63,61,19,28,25,47,49,41,72,42,50,73,18,17,18,14,27,21,41,32,70,73,78,69,73,medium,medium,73,69,78,73,47,70
82,192362,77,76,66,40,75,62,80,69,59,42,76,93,93,82,75,77,65,34,74,65,54,28,20,73,73,58,19,28,22,10,8,14,8,6,175,165,25,medium,low,76,175,165,26,3,4,76,76,19,22,28,28,74,73,20,72,71,76,71,42,93,93,74,65,77,82,34,40,65,70,54,69,59,58,62,8,10,14,8,6,medium,low,91,65,67,76,24,58
83,183385,68,62,63,64,72,64,68,36,56,68,72,69,72,65,65,67,82,74,76,84,74,81,61,59,66,57,58,67,65,13,14,14,12,6,177,179,29,medium,high,71,178,179,31,4,3,72,68,60,66,67,81,65,59,64,68,70,62,74,72,69,72,76,84,67,65,74,64,84,63,75,36,56,57,64,12,13,14,14,6,medium,high,69,68,67,68,63,80
84,213135,76,69,76,66,75,70,78,54,40,59,76,86,85,77,76,58,77,51,60,72,69,52,28,77,71,55,30,24,18,15,13,16,11,15,185,165,20,high,medium,79,185,165,21,3,4,76,78,30,18,24,69,76,80,28,71,70,69,75,59,87,85,74,82,62,77,73,73,77,79,69,54,40,65,70,11,15,16,13,15,high,medium,83,76,68,75,31,77
85,171833,83,62,85,73,75,76,84,62,68,62,81,88,89,78,82,64,83,74,72,73,83,60,22,84,74,75,15,24,12,7,15,9,5,13,187,168,26,medium,low,83,180,168,27,2,4,81,82,15,12,24,60,81,84,22,74,81,62,75,62,80,82,70,71,64,78,74,73,83,84,83,62,68,75,76,5,7,9,15,13,medium,low,76,82,69,79,25,68
86,177922,74,75,71,69,72,66,74,64,55,69,74,85,86,80,69,70,74,62,62,64,70,43,48,71,70,71,15,29,20,16,10,15,14,11,180,172,27,medium,medium,77,180,172,28,3,3,78,76,15,20,29,43,70,75,48,70,68,79,75,72,85,90,62,64,70,80,62,69,79,75,74,64,55,69,69,14,16,15,10,11,medium,medium,85,72,72,76,34,61
87,188168,69,64,49,68,61,34,70,67,57,59,66,75,73,71,65,47,63,72,80,79,56,54,67,56,53,50,70,70,67,11,13,15,6,12,187,183,27,high,medium,73,188,183,29,3,2,69,74,73,74,76,62,65,64,70,53,62,66,68,59,75,73,85,82,50,71,72,68,63,50,56,67,57,50,34,6,11,15,13,12,high,medium,72,56,63,71,73,78
88,208722,78,68,76,53,73,66,83,74,64,67,77,91,91,88,75,85,73,58,65,66,66,61,29,77,69,71,33,33,38,10,10,15,7,14,175,165,23,high,medium,82,175,165,24,3,4,82,85,33,38,33,71,78,82,29,77,76,72,76,72,94,92,83,72,85,88,75,53,76,81,66,74,64,71,66,7,10,15,10,14,high,medium,93,78,75,85,36,75
89,170008,66,11,20,11,25,14,18,13,12,30,23,45,45,51,60,56,23,54,35,64,18,34,23,16,39,22,12,12,12,70,64,66,64,67,193,172,27,medium,medium,66,193,172,29,3,1,23,18,12,12,12,34,60,16,23,39,56,11,25,30,45,45,35,64,56,51,54,11,23,20,18,13,12,22,14,64,70,64,64,67,medium,medium,71,63,63,68,45,69
90,201942,82,70,77,70,84,78,87,75,67,74,83,78,75,82,80,78,75,81,84,71,74,41,33,81,83,72,24,52,31,8,11,9,6,10,180,168,23,high,medium,83,181,168,25,4,4,83,87,30,42,64,64,81,84,37,83,76,72,83,76,79,79,86,76,81,82,81,73,79,82,80,80,67,72,78,6,8,9,11,10,high,high,77,81,79,85,46,77
91,205990,64,58,52,45,73,39,61,57,50,65,65,71,68,74,57,85,57,56,69,65,52,72,60,54,65,48,50,69,63,6,11,13,9,10,180,159,20,medium,high,69,169,159,22,3,2,66,62,62,68,70,80,58,55,64,66,66,59,74,66,69,68,74,65,85,74,56,46,58,49,53,58,51,49,40,10,7,14,12,11,medium,high,67,51,66,65,64,71
92,207725,73,36,42,82,57,26,45,33,31,62,54,40,66,38,62,40,73,83,65,89,31,64,70,40,37,40,74,78,70,7,11,15,10,15,190,179,22,medium,high,75,190,179,24,3,2,54,45,75,70,79,64,62,40,70,37,59,36,57,62,40,66,59,89,40,37,83,82,73,42,31,33,31,40,26,10,7,15,11,15,medium,medium,38,45,47,47,75,74
93,220295,76,65,75,81,68,54,78,71,56,63,75,86,84,76,72,76,84,90,86,73,74,43,45,72,62,73,45,49,42,9,12,16,9,8,175,163,25,high,low,76,174,163,27,3,3,72,75,37,42,40,50,72,73,42,62,75,70,68,63,86,85,85,68,74,76,90,74,84,75,74,71,65,70,61,9,9,16,12,8,high,medium,85,76,66,74,43,70
94,105846,76,12,11,11,25,13,14,13,19,34,18,41,46,40,72,40,21,75,31,69,15,38,25,17,45,21,13,20,20,82,72,62,74,83,193,192,35,medium,medium,76,193,192,37,3,1,18,14,13,20,20,38,72,17,25,40,65,12,25,34,37,39,31,69,40,40,73,11,21,11,15,13,19,21,13,74,75,62,72,82,medium,medium,77,73,62,82,38,77
95,142784,82,75,49,76,72,53,74,68,66,64,77,72,73,71,86,66,66,84,85,79,57,90,86,71,66,64,86,87,86,10,14,15,7,5,177,168,30,high,high,81,178,163,32,3,3,76,73,84,83,84,88,85,71,85,66,70,75,72,64,67,68,82,79,66,71,84,76,66,49,57,68,66,64,53,7,10,15,14,5,high,high,61,56,70,73,81,78
96,178091,76,50,75,79,66,67,75,58,48,29,75,74,78,69,71,58,79,81,69,89,69,63,21,78,55,68,15,25,20,7,7,7,5,8,185,198,26,medium,medium,77,186,198,27,3,2,75,75,15,20,25,73,71,78,21,62,71,50,71,29,73,78,79,93,48,58,76,80,81,74,69,58,48,68,67,5,7,7,7,8,high,high,73,74,57,72,27,83
97,216299,53,37,44,30,59,59,58,52,32,57,55,55,53,39,57,57,49,46,55,69,58,57,54,50,54,56,49,59,58,13,6,9,6,12,180,168,19,medium,medium,56,180,168,21,4,3,57,58,49,61,60,57,57,50,54,54,58,37,62,57,67,62,55,69,57,39,46,30,49,44,58,52,32,56,59,6,13,9,6,12,medium,medium,65,49,54,57,54,62
98,163264,74,13,12,14,28,12,14,15,13,31,22,52,50,54,71,48,14,69,36,62,12,31,17,12,44,24,15,15,13,75,74,71,74,77,187,190,29,medium,medium,79,188,190,30,3,1,22,14,15,13,15,31,71,12,17,44,56,13,28,31,52,50,36,62,48,54,69,14,14,12,12,15,13,24,12,79,79,74,77,80,medium,medium,80,79,76,83,54,80
99,186148,80,15,10,13,25,12,12,11,10,22,22,46,50,43,80,41,21,69,32,55,14,32,21,15,39,24,11,12,13,78,80,66,81,82,187,183,26,medium,medium,80,187,161,28,2,1,22,12,11,13,12,32,80,15,21,39,61,15,25,22,46,50,32,55,41,43,69,13,21,10,14,11,10,24,12,81,78,66,79,81,medium,medium,74,80,70,81,48,77
100,198511,69,9,13,10,29,14,19,18,12,25,20,37,32,32,60,35,17,54,39,75,19,31,22,12,32,14,13,10,9,71,67,68,69,73,195,198,24,medium,medium,71,195,198,26,2,1,20,19,13,9,10,31,62,12,22,32,31,9,29,25,37,32,39,75,35,32,54,10,17,13,19,18,12,14,14,70,73,68,67,73,medium,medium,73,67,68,73,34,70
101,146562,85,87,77,53,86,67,87,86,78,84,86,79,68,86,85,91,78,71,72,60,82,60,55,82,85,80,56,62,48,6,9,5,7,15,167,146,30,medium,medium,86,168,146,32,5,4,87,86,58,52,64,64,85,82,64,85,88,85,86,84,75,65,72,59,91,85,70,58,78,77,82,86,78,80,72,7,6,5,9,15,medium,medium,65,76,85,85,61,63
102,169586,71,67,73,68,64,67,71,43,58,41,69,85,79,78,68,79,70,72,71,63,62,66,22,74,61,68,32,35,28,11,15,9,9,16,172,183,28,high,medium,71,172,183,29,3,3,69,71,32,28,35,68,69,72,22,61,67,64,63,41,80,76,71,61,79,76,72,68,70,73,62,43,58,68,66,9,11,9,15,16,high,medium,77,70,57,71,34,67
103,183465,76,68,69,79,79,66,75,66,47,76,76,68,71,75,74,62,79,78,80,77,77,73,76,74,78,57,73,73,71,9,10,15,11,12,187,157,24,medium,high,75,188,157,26,4,3,75,72,72,66,73,73,74,70,75,74,71,68,75,72,64,64,79,75,62,73,78,78,77,69,75,66,47,57,66,11,9,15,10,12,medium,medium,63,68,71,72,73,74
104,225462,56,35,57,55,60,52,58,56,37,54,56,64,62,66,61,78,57,58,57,46,50,34,13,56,58,61,18,19,21,9,10,8,10,11,172,150,19,medium,low,60,173,150,21,2,2,59,63,18,21,19,34,61,59,13,58,52,35,60,54,79,76,57,46,78,66,58,55,57,57,50,56,37,61,52,10,9,8,10,11,medium,low,76,56,52,63,21,49
105,157665,78,30,34,81,69,29,38,30,29,65,66,49,54,50,78,56,52,68,74,82,32,73,80,36,55,30,82,81,78,6,10,15,7,9,190,172,28,low,medium,79,195,172,30,3,2,66,38,80,78,80,73,77,36,80,55,80,30,63,65,49,54,74,82,56,50,72,85,52,40,32,30,29,30,29,7,6,15,10,9,low,medium,45,40,52,49,78,77
106,172962,76,74,70,69,67,63,84,75,61,65,79,85,79,78,69,82,75,66,79,75,68,42,45,76,71,71,35,29,33,9,7,8,16,16,177,187,24,medium,medium,78,177,187,26,4,4,80,84,63,64,70,42,74,76,69,71,65,74,71,69,86,84,84,80,83,80,66,69,75,70,68,75,61,71,63,16,9,8,7,16,medium,medium,83,71,72,82,70,74
107,174543,83,12,13,18,32,11,13,25,60,31,15,58,54,64,80,64,22,81,44,70,21,40,23,15,63,23,11,18,19,83,82,87,78,86,182,176,32,medium,medium,83,184,176,33,3,1,15,13,11,19,18,40,77,15,23,71,60,12,32,31,58,54,44,70,64,64,81,18,22,13,21,25,60,23,11,77,82,87,84,82,medium,medium,80,80,87,81,56,77
108,220182,71,32,42,69,67,35,62,35,29,53,66,75,74,62,59,59,51,73,69,81,36,63,68,36,46,37,71,75,71,7,10,15,15,15,182,154,20,medium,medium,74,184,154,21,3,2,69,63,71,76,79,63,61,36,73,46,70,60,71,53,79,78,69,79,59,62,76,72,51,42,36,35,29,37,35,15,7,15,10,15,medium,medium,75,42,57,64,74,73
109,192227,82,51,58,80,75,51,44,55,47,69,67,70,69,68,79,70,66,82,75,81,52,77,85,50,52,54,81,82,85,11,9,15,10,6,182,181,23,low,high,84,184,181,24,3,2,70,53,82,85,83,79,81,50,85,55,71,51,77,69,67,73,74,81,69,66,85,81,66,58,52,55,47,54,51,10,11,15,9,6,medium,high,67,57,63,62,83,79
110,194845,79,82,77,52,80,57,80,80,83,69,79,74,74,78,79,67,81,44,63,68,84,74,61,78,79,75,26,49,30,6,7,11,11,6,182,168,24,medium,high,79,182,168,26,4,3,80,80,26,30,49,74,79,78,61,79,72,82,81,69,74,77,72,68,67,80,44,52,81,80,84,80,83,75,65,11,6,11,7,6,high,medium,76,79,76,79,43,68
111,201999,72,66,43,62,67,30,66,34,26,62,73,72,73,71,69,69,35,65,73,71,32,88,68,52,48,47,75,78,80,7,13,15,13,15,180,152,22,medium,medium,71,181,152,24,3,2,73,66,75,78,76,88,60,52,68,48,67,66,67,62,71,65,62,71,69,67,65,62,35,43,32,34,26,47,30,13,7,15,13,15,medium,medium,65,39,59,69,72,72
112,183130,71,82,68,37,66,74,79,80,61,60,74,77,77,76,60,75,70,60,72,42,68,70,40,59,68,60,19,32,22,15,9,8,15,14,175,148,25,high,medium,77,174,148,27,3,3,76,77,41,45,47,73,70,72,56,74,66,83,72,68,80,78,85,61,77,79,60,42,71,69,67,82,71,60,72,15,15,8,9,14,high,high,79,69,74,77,47,70
113,140498,75,11,19,14,21,15,14,19,14,30,21,48,50,33,73,41,22,63,34,63,12,41,24,13,38,11,13,14,13,78,72,67,75,79,190,183,30,medium,medium,75,190,183,32,3,1,21,14,13,13,14,41,73,13,24,42,67,11,21,30,48,50,34,63,41,33,63,14,22,19,12,19,14,11,15,74,76,67,72,75,medium,medium,73,71,67,76,49,73
114,189067,74,43,37,74,60,22,47,47,52,64,58,56,55,49,66,54,30,83,61,79,31,76,75,24,31,51,77,79,76,12,13,11,10,11,187,181,30,medium,medium,76,188,181,31,3,2,58,47,77,77,80,76,66,24,75,31,66,43,60,64,54,55,61,79,54,49,83,74,30,37,31,47,52,51,22,10,12,11,13,11,medium,medium,50,34,50,52,76,74
115,193348,80,74,74,37,79,76,85,82,78,75,83,91,84,87,79,94,84,63,78,74,80,73,65,77,77,65,58,60,53,13,12,12,11,11,170,159,23,high,medium,82,169,159,25,4,4,83,84,51,53,52,64,79,77,65,79,79,74,80,75,89,84,78,73,94,87,63,37,84,74,78,82,78,65,76,11,13,12,12,11,high,medium,83,77,78,85,46,65
116,161805,76,69,56,68,75,69,69,71,69,72,74,66,67,71,77,68,76,70,78,77,69,90,75,63,73,72,69,79,79,12,11,7,15,11,185,172,30,medium,high,77,185,172,31,4,2,74,69,69,78,78,90,77,63,75,73,76,69,75,72,66,67,80,77,68,71,70,68,76,56,69,70,69,72,69,15,12,7,11,11,medium,high,63,64,72,71,74,79
117,163418,79,56,21,82,71,34,52,44,33,54,62,57,76,53,71,47,82,81,71,85,55,85,75,51,51,54,76,84,78,9,14,7,9,6,190,192,29,high,medium,77,191,192,31,3,2,61,52,74,76,79,84,68,51,74,51,69,56,70,54,52,72,69,83,47,53,78,81,82,21,55,44,33,54,34,9,9,7,14,6,high,medium,52,44,56,55,74,79
118,190549,73,65,75,63,74,68,72,47,56,65,77,67,68,73,75,57,85,84,88,72,75,77,64,68,74,43,64,66,62,16,15,13,10,14,187,172,23,medium,high,76,187,176,24,3,3,78,72,64,62,67,78,77,74,64,76,78,65,78,65,62,68,88,78,60,68,84,72,85,76,77,47,56,63,68,10,16,13,15,14,high,high,64,70,67,70,65,78
119,198861,74,67,45,52,76,43,68,57,48,70,75,73,73,76,75,83,55,82,80,69,53,79,75,32,67,55,75,75,71,14,12,9,12,15,167,150,23,medium,high,77,168,150,24,3,3,78,70,75,75,76,79,73,55,76,69,70,67,81,71,75,73,85,75,83,80,79,65,62,49,64,69,48,55,43,12,14,9,12,15,medium,high,71,55,71,74,73,76
120,205243,72,36,31,73,46,25,36,30,29,51,51,55,65,55,69,58,44,68,66,86,29,77,71,29,39,34,75,75,73,13,9,5,6,6,190,192,24,medium,medium,74,191,192,26,3,2,51,36,75,73,75,77,69,29,71,36,62,36,46,51,55,65,66,91,52,50,68,73,44,31,29,30,29,34,25,6,13,5,9,6,low,medium,58,33,41,44,74,81
121,163303,75,71,65,61,77,59,66,71,76,72,73,32,53,69,78,66,70,68,81,75,67,81,79,62,68,65,71,75,68,10,13,16,16,11,180,176,31,medium,high,77,180,176,33,4,3,73,66,74,71,76,82,78,61,80,66,74,71,77,70,32,53,79,75,66,69,68,64,70,65,67,70,75,65,59,16,10,16,13,11,medium,high,42,63,70,68,74,73
122,169607,77,61,49,67,75,61,64,57,58,74,74,69,68,64,72,71,77,63,79,78,62,91,77,47,68,64,72,82,80,11,9,15,14,15,177,168,27,low,high,77,178,168,29,3,2,73,64,72,80,82,93,70,47,77,67,67,61,74,76,67,68,79,78,71,64,63,66,74,49,59,57,58,64,58,14,11,15,9,15,low,high,65,57,67,67,75,81
123,172175,80,82,78,64,80,76,84,77,74,77,82,89,87,86,76,74,77,73,76,61,76,48,35,80,67,75,40,55,53,8,10,14,13,15,182,154,27,high,medium,82,182,154,29,4,4,85,84,40,53,55,58,76,80,35,67,74,82,80,77,87,86,76,61,74,83,73,64,77,78,76,77,76,75,76,13,8,14,10,15,high,medium,83,77,77,83,46,65
124,198717,77,74,74,43,70,51,84,54,51,62,83,87,87,84,71,79,69,50,78,67,60,64,23,73,61,66,27,30,39,15,10,15,11,10,180,146,22,medium,low,80,180,146,24,3,4,86,87,36,34,30,68,73,73,23,72,75,78,71,63,89,89,78,72,82,86,50,43,75,74,60,54,51,66,51,11,15,15,10,10,medium,medium,90,71,71,86,33,72
125,193061,81,78,66,60,83,76,86,84,76,79,85,85,85,85,78,75,69,69,91,65,79,80,75,77,82,72,71,77,81,11,10,8,8,7,182,170,24,high,high,81,182,170,26,4,4,85,84,64,70,70,66,76,80,70,82,78,78,83,77,81,81,83,64,75,82,65,60,66,61,72,78,72,72,74,4,4,3,5,8,high,high,78,68,80,81,66,68
126,216003,55,55,36,55,65,42,60,57,38,64,61,79,71,76,60,75,52,68,54,50,36,37,20,42,65,44,52,42,49,5,9,8,11,13,177,148,18,medium,medium,71,179,132,20,2,3,70,68,55,50,43,38,68,62,41,71,61,62,72,68,83,78,76,50,75,76,72,56,65,62,61,62,49,55,46,12,6,9,10,14,medium,medium,81,62,70,72,49,55
127,153177,76,68,78,59,72,78,84,86,79,61,82,79,75,88,79,72,80,70,70,61,80,66,39,76,71,74,32,37,33,7,16,16,6,12,175,168,28,medium,low,77,176,168,30,4,4,87,86,22,30,34,66,75,78,38,63,72,66,72,60,82,78,69,62,74,86,69,56,80,78,82,81,79,70,78,6,7,16,16,12,medium,low,77,79,68,85,33,65
128,179547,74,11,16,14,39,15,15,12,15,33,24,59,60,42,76,44,32,75,31,67,12,29,16,12,12,43,19,11,20,75,73,71,72,78,187,176,27,medium,medium,75,188,176,29,3,1,24,15,19,20,11,29,76,12,16,57,68,11,39,33,59,60,31,67,44,42,75,14,32,16,12,12,15,43,15,71,75,71,72,76,medium,medium,74,72,71,75,60,71
129,202052,73,49,78,65,66,70,71,68,57,52,73,85,82,70,68,69,68,77,71,76,67,60,25,77,65,72,21,22,17,7,6,9,10,7,182,170,22,high,medium,74,183,170,24,3,3,73,71,21,17,22,60,68,78,25,65,70,49,67,52,85,82,71,76,69,70,77,66,68,77,67,68,57,72,70,10,7,9,6,7,high,medium,80,73,60,71,26,72
130,213666,63,36,43,50,72,31,56,31,31,62,65,69,70,58,55,71,51,60,74,63,40,52,59,61,65,45,64,67,61,11,7,12,15,13,190,183,19,medium,medium,68,191,183,21,4,2,70,68,64,61,67,52,55,68,62,67,71,36,75,65,69,73,76,78,71,62,60,57,51,61,47,31,31,45,31,15,11,12,7,13,medium,medium,67,55,63,71,64,75
131,182168,78,46,22,80,69,24,64,30,34,65,70,52,54,48,65,33,59,75,65,82,31,76,79,34,59,34,79,82,80,12,15,11,12,15,195,179,27,medium,medium,75,195,179,29,3,2,66,58,76,76,80,63,60,24,79,59,68,45,65,65,52,54,66,82,32,48,74,75,59,22,31,30,34,34,24,12,12,11,15,15,medium,medium,43,32,57,58,78,75
132,183285,81,60,23,71,72,20,50,50,30,63,61,64,68,61,72,55,51,82,72,90,38,85,82,32,49,40,79,84,83,14,12,9,7,8,187,183,25,medium,high,81,187,183,27,2,2,61,50,78,81,84,85,72,32,81,49,73,60,75,66,55,68,72,90,55,61,82,71,51,23,38,50,30,40,20,7,14,9,12,8,medium,high,61,33,62,56,80,85
133,186115,80,76,47,68,78,47,78,64,52,65,76,79,83,73,81,74,72,70,77,69,65,72,79,65,69,63,80,84,85,6,11,8,9,15,177,154,26,high,medium,79,179,154,27,2,3,75,74,78,80,79,72,81,65,79,69,77,76,74,65,79,83,77,69,74,73,70,68,72,47,65,64,52,63,47,9,6,8,11,15,high,medium,79,55,70,74,77,72
134,201884,69,78,63,53,68,53,76,75,74,60,74,78,79,77,73,75,67,75,76,56,67,51,55,66,72,65,50,62,71,12,8,13,7,7,175,152,23,medium,medium,76,175,152,25,4,3,75,75,62,71,68,51,73,70,58,74,73,80,71,75,84,79,80,69,75,77,75,53,75,66,74,81,78,65,62,7,12,13,8,7,high,medium,81,71,75,76,65,69
135,50542,79,54,86,68,68,83,78,63,68,43,77,78,77,83,77,88,88,74,73,62,83,63,19,84,67,68,24,20,11,7,14,8,10,13,170,154,32,medium,medium,81,170,154,34,4,3,77,78,24,11,20,63,80,87,19,67,84,54,68,43,78,77,73,62,88,83,74,68,88,87,81,63,68,71,83,10,7,8,14,13,medium,low,74,85,61,79,25,65
136,169426,76,74,44,62,67,59,61,64,51,62,72,74,78,67,75,66,61,68,84,75,53,80,77,61,52,55,80,79,75,6,8,11,8,10,185,183,28,high,medium,74,183,168,29,3,2,72,62,78,73,78,80,67,56,75,52,58,72,67,62,73,74,80,74,66,67,68,62,61,44,53,64,51,55,59,8,6,11,8,10,high,medium,72,51,62,66,72,75
137,193474,75,59,47,66,78,31,73,33,43,73,76,73,68,75,79,80,81,76,85,71,75,80,83,67,72,54,76,79,74,8,6,8,12,13,175,159,26,medium,high,82,174,159,27,3,2,79,75,78,82,84,80,81,67,85,72,80,60,80,76,80,77,88,76,83,75,85,69,80,50,67,33,43,54,32,12,8,8,6,13,medium,high,76,60,70,77,83,81
138,160292,71,69,67,58,75,63,68,71,75,72,72,64,54,71,73,75,73,74,75,70,61,61,72,64,66,78,56,71,68,13,8,14,6,6,177,152,30,medium,high,73,178,152,31,3,2,72,68,64,69,72,61,73,64,72,71,74,74,76,74,64,54,78,70,75,71,74,58,73,67,64,80,76,78,63,6,13,14,8,6,medium,high,50,68,76,71,68,70
139,186351,76,68,70,80,79,66,78,49,44,76,75,74,76,73,73,51,85,90,92,77,78,80,70,74,73,72,66,72,71,9,8,14,16,14,187,174,25,medium,medium,77,188,174,27,4,3,75,78,66,69,70,80,73,75,70,73,72,68,79,76,74,76,92,73,51,73,90,80,85,71,78,49,44,72,66,16,9,14,8,14,medium,low,71,75,72,75,70,81
140,199550,80,71,45,75,69,36,58,30,46,69,68,65,70,53,76,64,63,80,77,85,48,86,78,42,35,42,82,85,79,11,9,7,15,6,185,176,23,medium,high,78,185,176,25,3,2,64,53,78,78,82,86,70,42,76,35,66,71,69,69,58,63,73,85,64,53,58,73,56,40,40,30,38,38,34,15,11,7,9,6,medium,high,57,42,59,57,79,81
