id,player_fifa_api_id,player_api_id,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
10354,187042,70074,72.0,76.0,right,high,high,67.0,65.0,64.0,72.0,68.0,69.0,60.0,64.0,71.0,70.0,65.0,72.0,69.0,75.0,70.0,75.0,72.0,92.0,75.0,68.0,75.0,69.0,69.0,72.0,61.0,72.0,73.0,70.0,8.0,7.0,9.0,14.0,16.0
10355,187042,70074,72.0,76.0,right,high,high,67.0,65.0,64.0,72.0,68.0,71.0,60.0,64.0,71.0,70.0,65.0,72.0,69.0,75.0,70.0,75.0,72.0,92.0,75.0,68.0,75.0,69.0,69.0,72.0,61.0,72.0,73.0,70.0,8.0,7.0,9.0,14.0,16.0
10374,135043,26818,77.0,77.0,right,medium,medium,14.0,16.0,14.0,19.0,13.0,17.0,11.0,18.0,28.0,35.0,47.0,55.0,59.0,72.0,56.0,28.0,74.0,25.0,72.0,19.0,34.0,23.0,19.0,56.0,42.0,14.0,15.0,14.0,82.0,76.0,75.0,75.0,78.0
10375,135043,26818,77.0,77.0,right,medium,medium,14.0,16.0,14.0,19.0,13.0,17.0,11.0,18.0,28.0,35.0,47.0,55.0,59.0,72.0,56.0,28.0,74.0,25.0,72.0,19.0,34.0,23.0,19.0,56.0,42.0,14.0,15.0,14.0,82.0,76.0,75.0,75.0,78.0
10376,135043,26818,77.0,77.0,right,medium,medium,14.0,16.0,14.0,19.0,13.0,17.0,11.0,18.0,28.0,35.0,47.0,55.0,59.0,72.0,56.0,28.0,74.0,25.0,72.0,19.0,34.0,23.0,19.0,56.0,42.0,14.0,15.0,14.0,82.0,76.0,75.0,75.0,78.0
10377,135043,26818,77.0,77.0,right,medium,medium,14.0,16.0,14.0,19.0,13.0,17.0,11.0,18.0,28.0,35.0,47.0,55.0,59.0,72.0,56.0,28.0,74.0,25.0,72.0,19.0,34.0,23.0,19.0,56.0,42.0,14.0,15.0,14.0,82.0,76.0,75.0,75.0,78.0
10378,135043,26818,77.0,77.0,right,medium,medium,14.0,16.0,14.0,19.0,13.0,17.0,11.0,18.0,28.0,35.0,47.0,55.0,59.0,72.0,56.0,28.0,74.0,25.0,72.0,19.0,34.0,23.0,19.0,56.0,42.0,14.0,15.0,14.0,82.0,76.0,75.0,75.0,78.0
10379,135043,26818,77.0,77.0,right,medium,medium,14.0,16.0,14.0,19.0,13.0,17.0,11.0,18.0,28.0,35.0,47.0,55.0,59.0,72.0,56.0,28.0,74.0,25.0,72.0,19.0,34.0,23.0,19.0,21.0,42.0,14.0,15.0,14.0,82.0,76.0,75.0,75.0,78.0
10401,202550,265799,66.0,68.0,left,medium,medium,42.0,60.0,61.0,67.0,47.0,62.0,46.0,50.0,63.0,65.0,63.0,63.0,66.0,71.0,75.0,70.0,82.0,78.0,69.0,59.0,73.0,73.0,66.0,59.0,57.0,65.0,67.0,66.0,10.0,7.0,6.0,10.0,7.0
10402,202550,265799,66.0,70.0,left,medium,medium,42.0,60.0,61.0,67.0,47.0,62.0,46.0,50.0,63.0,65.0,63.0,63.0,66.0,71.0,75.0,70.0,82.0,78.0,69.0,59.0,73.0,73.0,66.0,59.0,57.0,65.0,67.0,66.0,10.0,7.0,6.0,10.0,7.0
10415,209025,268039,68.0,70.0,left,medium,medium,34.0,28.0,78.0,49.0,29.0,34.0,32.0,28.0,56.0,53.0,49.0,58.0,47.0,53.0,41.0,63.0,69.0,59.0,79.0,22.0,67.0,70.0,41.0,46.0,45.0,72.0,68.0,66.0,12.0,10.0,8.0,15.0,13.0
10416,209025,268039,70.0,72.0,left,medium,medium,34.0,28.0,82.0,49.0,29.0,34.0,32.0,28.0,56.0,53.0,49.0,58.0,47.0,53.0,41.0,63.0,69.0,64.0,79.0,22.0,67.0,73.0,41.0,46.0,45.0,75.0,73.0,67.0,12.0,10.0,8.0,15.0,13.0
10417,209025,268039,72.0,74.0,left,medium,medium,34.0,28.0,82.0,49.0,29.0,34.0,32.0,28.0,56.0,53.0,49.0,58.0,47.0,53.0,41.0,63.0,69.0,64.0,79.0,22.0,67.0,78.0,41.0,46.0,45.0,75.0,81.0,67.0,12.0,10.0,8.0,15.0,13.0
10427,223829,570360,69.0,73.0,left,high,medium,68.0,35.0,44.0,61.0,32.0,68.0,69.0,63.0,66.0,70.0,80.0,84.0,75.0,68.0,74.0,58.0,59.0,75.0,45.0,47.0,62.0,66.0,60.0,47.0,41.0,67.0,69.0,73.0,9.0,12.0,15.0,14.0,15.0
10428,223829,570360,69.0,74.0,left,high,medium,68.0,35.0,44.0,61.0,32.0,68.0,69.0,63.0,66.0,70.0,80.0,84.0,75.0,68.0,74.0,58.0,59.0,75.0,45.0,47.0,62.0,66.0,60.0,47.0,41.0,67.0,69.0,73.0,9.0,12.0,15.0,14.0,15.0
10433,220921,470305,72.0,79.0,right,medium,high,37.0,33.0,66.0,71.0,41.0,64.0,41.0,34.0,64.0,66.0,50.0,52.0,53.0,65.0,41.0,71.0,75.0,82.0,91.0,57.0,91.0,77.0,46.0,51.0,55.0,62.0,78.0,70.0,10.0,10.0,9.0,14.0,13.0
10442,181228,127888,71.0,72.0,right,high,medium,72.0,46.0,64.0,67.0,25.0,63.0,49.0,55.0,50.0,63.0,79.0,78.0,72.0,65.0,71.0,65.0,72.0,78.0,67.0,53.0,69.0,63.0,49.0,59.0,56.0,72.0,74.0,75.0,8.0,13.0,11.0,12.0,6.0
10460,212523,450011,75.0,80.0,left,medium,low,76.0,77.0,63.0,76.0,76.0,74.0,80.0,79.0,77.0,75.0,73.0,76.0,73.0,76.0,60.0,84.0,38.0,76.0,64.0,85.0,65.0,63.0,82.0,74.0,71.0,50.0,64.0,45.0,13.0,11.0,13.0,12.0,10.0
10461,212523,450011,75.0,80.0,left,medium,low,76.0,77.0,63.0,76.0,76.0,74.0,80.0,79.0,77.0,75.0,73.0,76.0,73.0,76.0,60.0,84.0,38.0,76.0,64.0,85.0,65.0,63.0,82.0,74.0,71.0,50.0,64.0,45.0,13.0,11.0,13.0,12.0,10.0
10462,212523,450011,76.0,81.0,left,medium,medium,76.0,78.0,63.0,76.0,76.0,75.0,80.0,79.0,77.0,75.0,73.0,76.0,73.0,76.0,60.0,84.0,38.0,76.0,64.0,85.0,65.0,63.0,82.0,74.0,71.0,50.0,64.0,45.0,13.0,11.0,13.0,12.0,10.0
10463,212523,450011,76.0,81.0,left,medium,medium,76.0,78.0,63.0,76.0,76.0,75.0,81.0,79.0,77.0,75.0,73.0,76.0,73.0,76.0,60.0,84.0,38.0,76.0,64.0,85.0,65.0,63.0,82.0,74.0,71.0,50.0,64.0,45.0,13.0,11.0,13.0,12.0,10.0
10464,212523,450011,76.0,81.0,left,medium,medium,76.0,78.0,63.0,76.0,76.0,75.0,77.0,79.0,77.0,75.0,73.0,76.0,73.0,76.0,60.0,84.0,38.0,76.0,64.0,85.0,62.0,59.0,82.0,74.0,71.0,43.0,60.0,41.0,13.0,11.0,13.0,12.0,10.0
10495,189488,145561,76.0,76.0,right,medium,medium,50.0,34.0,77.0,73.0,47.0,64.0,49.0,39.0,63.0,72.0,68.0,74.0,65.0,74.0,61.0,58.0,70.0,64.0,76.0,42.0,72.0,78.0,35.0,53.0,50.0,76.0,79.0,78.0,15.0,6.0,16.0,8.0,14.0
10515,167963,40961,73.0,73.0,left,medium,medium,71.0,60.0,70.0,81.0,53.0,77.0,81.0,54.0,79.0,79.0,77.0,76.0,79.0,74.0,78.0,75.0,75.0,40.0,68.0,60.0,68.0,65.0,71.0,74.0,62.0,64.0,70.0,67.0,12.0,11.0,13.0,8.0,12.0
10516,167963,40961,73.0,74.0,left,medium,medium,71.0,60.0,70.0,81.0,53.0,77.0,81.0,54.0,79.0,79.0,77.0,76.0,79.0,74.0,78.0,75.0,75.0,40.0,68.0,60.0,68.0,65.0,71.0,74.0,62.0,64.0,70.0,67.0,12.0,11.0,13.0,8.0,12.0
10548,193234,201811,72.0,74.0,right,medium,high,66.0,46.0,42.0,75.0,52.0,73.0,66.0,68.0,73.0,75.0,75.0,73.0,73.0,73.0,81.0,60.0,81.0,80.0,62.0,70.0,67.0,75.0,63.0,67.0,67.0,69.0,73.0,52.0,14.0,7.0,12.0,13.0,15.0
10549,193234,201811,72.0,74.0,right,medium,high,66.0,46.0,42.0,75.0,52.0,73.0,66.0,68.0,73.0,75.0,75.0,73.0,73.0,73.0,81.0,60.0,81.0,80.0,62.0,70.0,67.0,75.0,63.0,67.0,67.0,69.0,73.0,52.0,14.0,7.0,12.0,13.0,15.0
10550,193234,201811,72.0,74.0,right,medium,high,66.0,46.0,42.0,75.0,52.0,73.0,66.0,68.0,73.0,75.0,75.0,73.0,73.0,73.0,81.0,60.0,81.0,80.0,62.0,70.0,67.0,75.0,63.0,66.0,67.0,69.0,73.0,52.0,14.0,7.0,12.0,13.0,15.0
10551,193234,201811,72.0,74.0,right,medium,high,66.0,46.0,42.0,75.0,52.0,73.0,66.0,68.0,73.0,75.0,75.0,73.0,73.0,73.0,81.0,60.0,81.0,80.0,62.0,70.0,67.0,75.0,63.0,66.0,67.0,69.0,73.0,52.0,14.0,7.0,12.0,13.0,15.0
10552,193234,201811,72.0,74.0,right,medium,high,66.0,46.0,42.0,75.0,52.0,73.0,66.0,68.0,73.0,75.0,75.0,73.0,73.0,73.0,81.0,60.0,81.0,80.0,64.0,70.0,67.0,75.0,63.0,66.0,67.0,69.0,73.0,52.0,14.0,7.0,12.0,13.0,15.0
10580,106213,33025,76.0,76.0,right,high,medium,74.0,54.0,61.0,75.0,47.0,75.0,79.0,64.0,79.0,76.0,77.0,76.0,71.0,82.0,71.0,73.0,74.0,86.0,75.0,68.0,81.0,75.0,66.0,68.0,63.0,75.0,75.0,74.0,16.0,15.0,9.0,10.0,6.0
10581,106213,33025,78.0,78.0,right,high,medium,80.0,59.0,61.0,75.0,47.0,80.0,79.0,64.0,79.0,76.0,77.0,76.0,71.0,82.0,71.0,73.0,74.0,86.0,75.0,68.0,81.0,81.0,78.0,76.0,63.0,79.0,79.0,78.0,16.0,15.0,9.0,10.0,6.0
10610,197946,167491,64.0,67.0,right,high,medium,64.0,55.0,57.0,59.0,48.0,69.0,52.0,66.0,54.0,62.0,80.0,81.0,62.0,70.0,63.0,67.0,52.0,63.0,66.0,68.0,54.0,32.0,54.0,62.0,58.0,37.0,34.0,28.0,10.0,13.0,11.0,6.0,11.0
10611,197946,167491,64.0,67.0,right,high,medium,64.0,55.0,57.0,59.0,48.0,69.0,52.0,66.0,54.0,62.0,80.0,81.0,62.0,70.0,63.0,67.0,52.0,63.0,66.0,68.0,43.0,32.0,54.0,62.0,58.0,37.0,34.0,28.0,10.0,13.0,11.0,6.0,11.0
10612,197946,167491,64.0,67.0,right,high,medium,64.0,55.0,57.0,59.0,48.0,68.0,52.0,66.0,54.0,62.0,78.0,81.0,62.0,70.0,63.0,64.0,52.0,63.0,66.0,66.0,43.0,32.0,54.0,62.0,58.0,37.0,34.0,28.0,10.0,13.0,11.0,6.0,11.0
10613,197946,167491,64.0,68.0,right,high,medium,64.0,55.0,57.0,59.0,48.0,68.0,52.0,66.0,54.0,62.0,78.0,81.0,62.0,70.0,63.0,64.0,52.0,63.0,66.0,66.0,43.0,32.0,54.0,62.0,58.0,37.0,34.0,28.0,10.0,13.0,11.0,6.0,11.0
10614,197946,167491,64.0,68.0,right,high,medium,64.0,55.0,57.0,59.0,48.0,68.0,52.0,66.0,54.0,62.0,78.0,81.0,62.0,70.0,63.0,64.0,52.0,63.0,52.0,66.0,43.0,32.0,54.0,62.0,58.0,37.0,34.0,28.0,10.0,13.0,11.0,6.0,11.0
10615,197946,167491,64.0,68.0,right,high,medium,64.0,55.0,57.0,59.0,48.0,68.0,52.0,66.0,54.0,62.0,78.0,81.0,62.0,70.0,63.0,64.0,52.0,63.0,52.0,66.0,43.0,32.0,54.0,62.0,58.0,37.0,34.0,28.0,10.0,13.0,11.0,6.0,11.0
10616,197946,167491,64.0,68.0,right,high,medium,64.0,55.0,57.0,59.0,48.0,68.0,52.0,66.0,54.0,62.0,78.0,81.0,62.0,70.0,63.0,64.0,52.0,63.0,52.0,66.0,43.0,32.0,54.0,62.0,58.0,37.0,34.0,28.0,10.0,13.0,11.0,6.0,11.0
10651,194022,150268,76.0,78.0,right,medium,high,79.0,41.0,73.0,74.0,45.0,70.0,66.0,42.0,72.0,72.0,68.0,70.0,67.0,75.0,67.0,67.0,77.0,76.0,68.0,63.0,81.0,78.0,65.0,67.0,43.0,79.0,80.0,78.0,14.0,6.0,7.0,12.0,8.0
10652,194022,150268,76.0,78.0,right,medium,high,77.0,41.0,73.0,74.0,45.0,70.0,66.0,42.0,72.0,72.0,68.0,70.0,67.0,75.0,67.0,67.0,77.0,76.0,68.0,63.0,81.0,78.0,65.0,65.0,43.0,79.0,80.0,78.0,14.0,6.0,7.0,12.0,8.0
10653,194022,150268,76.0,78.0,right,low,high,77.0,41.0,72.0,74.0,45.0,70.0,66.0,42.0,72.0,72.0,68.0,69.0,67.0,75.0,67.0,64.0,77.0,76.0,68.0,63.0,81.0,78.0,65.0,65.0,43.0,79.0,80.0,78.0,14.0,6.0,7.0,12.0,8.0
10654,194022,150268,76.0,78.0,right,low,high,77.0,41.0,72.0,74.0,45.0,70.0,66.0,42.0,72.0,72.0,68.0,69.0,67.0,75.0,67.0,64.0,77.0,76.0,71.0,63.0,81.0,78.0,65.0,65.0,43.0,79.0,80.0,78.0,14.0,6.0,7.0,12.0,8.0
10655,194022,150268,75.0,77.0,right,low,high,75.0,41.0,72.0,74.0,45.0,70.0,66.0,42.0,72.0,72.0,66.0,68.0,67.0,75.0,67.0,64.0,77.0,76.0,71.0,63.0,81.0,78.0,65.0,63.0,43.0,74.0,77.0,78.0,14.0,6.0,7.0,12.0,8.0
10688,199626,164333,80.0,82.0,right,high,high,71.0,75.0,65.0,83.0,66.0,77.0,78.0,57.0,79.0,80.0,75.0,73.0,74.0,81.0,74.0,76.0,70.0,90.0,64.0,74.0,82.0,77.0,81.0,77.0,86.0,63.0,75.0,67.0,9.0,11.0,15.0,9.0,7.0
10689,199626,164333,80.0,82.0,right,high,high,71.0,75.0,65.0,83.0,66.0,77.0,78.0,57.0,79.0,80.0,75.0,73.0,74.0,81.0,74.0,76.0,70.0,90.0,64.0,74.0,82.0,77.0,81.0,77.0,86.0,63.0,75.0,67.0,9.0,11.0,15.0,9.0,7.0
10721,227236,612863,57.0,69.0,right,medium,medium,43.0,40.0,51.0,65.0,43.0,53.0,45.0,42.0,59.0,57.0,66.0,69.0,55.0,53.0,61.0,55.0,63.0,62.0,76.0,43.0,69.0,65.0,52.0,49.0,53.0,46.0,65.0,57.0,11.0,11.0,9.0,8.0,11.0
10734,176571,95955,79.0,79.0,left,high,medium,80.0,73.0,80.0,78.0,65.0,80.0,74.0,57.0,71.0,81.0,78.0,78.0,86.0,75.0,81.0,75.0,92.0,88.0,68.0,75.0,78.0,63.0,75.0,73.0,71.0,54.0,62.0,75.0,10.0,6.0,12.0,7.0,15.0
10735,176571,95955,79.0,79.0,left,high,medium,80.0,73.0,80.0,78.0,65.0,80.0,74.0,57.0,71.0,81.0,78.0,78.0,86.0,75.0,81.0,75.0,92.0,88.0,68.0,75.0,78.0,63.0,75.0,73.0,71.0,54.0,62.0,75.0,10.0,6.0,12.0,7.0,15.0
10736,176571,95955,79.0,79.0,left,high,medium,80.0,73.0,80.0,78.0,65.0,80.0,74.0,57.0,71.0,81.0,78.0,78.0,86.0,75.0,81.0,75.0,92.0,88.0,68.0,75.0,78.0,63.0,75.0,73.0,71.0,54.0,62.0,75.0,10.0,6.0,12.0,7.0,15.0
10786,205998,292772,71.0,78.0,right,high,high,58.0,58.0,60.0,70.0,44.0,76.0,41.0,50.0,68.0,74.0,73.0,74.0,72.0,75.0,78.0,69.0,64.0,83.0,69.0,49.0,91.0,73.0,69.0,70.0,53.0,77.0,72.0,65.0,14.0,14.0,13.0,15.0,11.0
10787,205998,292772,71.0,78.0,right,high,high,58.0,58.0,60.0,70.0,44.0,76.0,41.0,50.0,68.0,74.0,73.0,74.0,72.0,75.0,78.0,69.0,64.0,83.0,69.0,49.0,88.0,73.0,69.0,70.0,53.0,77.0,72.0,65.0,14.0,14.0,13.0,15.0,11.0
10817,229889,687288,65.0,75.0,left,medium,medium,54.0,64.0,49.0,53.0,55.0,68.0,46.0,39.0,48.0,69.0,78.0,77.0,76.0,66.0,84.0,73.0,48.0,66.0,42.0,42.0,56.0,21.0,67.0,54.0,59.0,23.0,33.0,27.0,8.0,9.0,6.0,10.0,9.0
10822,203299,246414,79.0,83.0,right,high,medium,79.0,74.0,70.0,74.0,76.0,84.0,82.0,55.0,64.0,80.0,90.0,91.0,86.0,80.0,77.0,80.0,74.0,72.0,70.0,77.0,47.0,25.0,80.0,77.0,68.0,19.0,31.0,25.0,11.0,14.0,13.0,12.0,7.0
10823,203299,246414,79.0,84.0,right,high,medium,79.0,74.0,70.0,74.0,76.0,84.0,82.0,55.0,64.0,80.0,90.0,91.0,86.0,80.0,77.0,80.0,74.0,72.0,70.0,77.0,47.0,25.0,80.0,77.0,68.0,19.0,31.0,25.0,11.0,14.0,13.0,12.0,7.0
10824,203299,246414,79.0,84.0,right,high,medium,79.0,74.0,70.0,74.0,76.0,84.0,82.0,55.0,64.0,80.0,90.0,91.0,86.0,80.0,80.0,80.0,74.0,72.0,70.0,77.0,47.0,25.0,80.0,77.0,68.0,19.0,31.0,25.0,11.0,14.0,13.0,12.0,7.0
10847,184133,40956,73.0,73.0,right,medium,medium,61.0,65.0,48.0,75.0,62.0,72.0,71.0,55.0,75.0,76.0,72.0,68.0,78.0,71.0,70.0,84.0,67.0,76.0,75.0,74.0,76.0,63.0,70.0,73.0,63.0,60.0,66.0,57.0,8.0,16.0,13.0,6.0,13.0
10927,221750,209503,74.0,78.0,right,medium,medium,75.0,36.0,60.0,75.0,35.0,66.0,57.0,36.0,54.0,68.0,77.0,80.0,77.0,72.0,72.0,55.0,74.0,76.0,75.0,32.0,69.0,77.0,63.0,58.0,48.0,77.0,75.0,73.0,9.0,12.0,11.0,8.0,7.0
10928,221750,209503,74.0,78.0,right,medium,medium,75.0,36.0,60.0,75.0,35.0,66.0,57.0,36.0,54.0,68.0,77.0,80.0,77.0,72.0,72.0,55.0,74.0,76.0,75.0,32.0,69.0,77.0,63.0,58.0,48.0,77.0,75.0,73.0,9.0,12.0,11.0,8.0,7.0
10929,221750,209503,75.0,80.0,right,medium,medium,75.0,36.0,60.0,75.0,35.0,66.0,57.0,36.0,54.0,68.0,77.0,80.0,77.0,72.0,72.0,55.0,74.0,76.0,75.0,32.0,69.0,78.0,63.0,58.0,48.0,80.0,75.0,73.0,9.0,12.0,11.0,8.0,7.0
10941,211575,361770,80.0,87.0,right,medium,medium,61.0,68.0,69.0,86.0,63.0,86.0,81.0,68.0,80.0,84.0,74.0,73.0,69.0,76.0,64.0,77.0,65.0,78.0,84.0,73.0,80.0,70.0,73.0,82.0,55.0,65.0,75.0,58.0,12.0,9.0,6.0,14.0,8.0
10942,211575,361770,80.0,87.0,right,medium,medium,61.0,68.0,69.0,86.0,63.0,86.0,76.0,68.0,80.0,84.0,74.0,73.0,66.0,76.0,64.0,76.0,65.0,76.0,84.0,73.0,80.0,70.0,73.0,82.0,55.0,65.0,75.0,58.0,12.0,9.0,6.0,14.0,8.0
10943,211575,361770,80.0,87.0,right,medium,medium,59.0,64.0,69.0,86.0,63.0,86.0,76.0,68.0,80.0,84.0,74.0,73.0,66.0,76.0,64.0,76.0,65.0,76.0,84.0,73.0,80.0,70.0,73.0,82.0,55.0,65.0,75.0,58.0,12.0,9.0,6.0,14.0,8.0
11038,226370,605507,70.0,82.0,right,high,low,44.0,54.0,52.0,74.0,52.0,76.0,71.0,50.0,68.0,74.0,77.0,72.0,90.0,63.0,92.0,72.0,62.0,67.0,31.0,68.0,53.0,60.0,57.0,70.0,55.0,48.0,54.0,56.0,6.0,15.0,15.0,10.0,8.0
11049,178108,42352,71.0,71.0,right,medium,medium,54.0,53.0,61.0,73.0,51.0,51.0,56.0,52.0,67.0,66.0,49.0,53.0,48.0,67.0,60.0,64.0,74.0,82.0,80.0,59.0,75.0,77.0,47.0,65.0,50.0,63.0,72.0,65.0,8.0,16.0,6.0,9.0,10.0
11050,178108,42352,71.0,71.0,right,medium,medium,54.0,53.0,61.0,70.0,51.0,51.0,56.0,52.0,67.0,66.0,49.0,53.0,48.0,67.0,60.0,64.0,74.0,82.0,86.0,59.0,75.0,77.0,47.0,65.0,50.0,63.0,72.0,65.0,8.0,16.0,6.0,9.0,10.0
11100,176030,98382,65.0,65.0,left,medium,medium,62.0,47.0,65.0,62.0,48.0,64.0,61.0,55.0,60.0,62.0,62.0,53.0,65.0,65.0,63.0,76.0,83.0,69.0,76.0,58.0,76.0,69.0,55.0,62.0,60.0,66.0,69.0,69.0,9.0,10.0,13.0,14.0,11.0
11101,176030,98382,65.0,65.0,left,medium,medium,62.0,47.0,65.0,62.0,48.0,64.0,61.0,55.0,60.0,62.0,62.0,53.0,65.0,65.0,63.0,76.0,83.0,69.0,76.0,58.0,76.0,69.0,55.0,62.0,60.0,66.0,69.0,69.0,9.0,10.0,13.0,14.0,11.0
11121,200962,154265,73.0,75.0,right,medium,medium,66.0,65.0,51.0,74.0,63.0,81.0,75.0,73.0,70.0,81.0,82.0,78.0,91.0,77.0,91.0,65.0,63.0,72.0,34.0,64.0,57.0,60.0,74.0,74.0,67.0,47.0,58.0,47.0,16.0,10.0,8.0,9.0,15.0
11122,200962,154265,73.0,75.0,right,medium,medium,66.0,65.0,51.0,74.0,63.0,81.0,75.0,73.0,70.0,81.0,82.0,78.0,91.0,77.0,91.0,65.0,63.0,72.0,34.0,64.0,57.0,60.0,74.0,74.0,67.0,47.0,58.0,47.0,16.0,10.0,8.0,9.0,15.0
11142,205512,245423,66.0,66.0,right,medium,medium,34.0,22.0,65.0,53.0,32.0,35.0,30.0,29.0,39.0,54.0,60.0,62.0,46.0,68.0,52.0,42.0,71.0,62.0,77.0,28.0,69.0,65.0,25.0,31.0,45.0,65.0,68.0,65.0,9.0,8.0,12.0,15.0,7.0
11143,205512,245423,66.0,67.0,right,medium,medium,34.0,22.0,65.0,53.0,32.0,35.0,30.0,29.0,39.0,54.0,60.0,62.0,46.0,68.0,52.0,42.0,71.0,62.0,77.0,28.0,69.0,65.0,25.0,31.0,45.0,65.0,68.0,65.0,9.0,8.0,12.0,15.0,7.0
11198,193862,96968,76.0,77.0,right,medium,medium,44.0,34.0,78.0,66.0,40.0,42.0,49.0,63.0,54.0,62.0,51.0,53.0,45.0,70.0,34.0,72.0,34.0,67.0,91.0,57.0,79.0,77.0,33.0,52.0,46.0,77.0,80.0,82.0,15.0,13.0,6.0,11.0,11.0
11220,210007,251244,71.0,76.0,right,medium,medium,46.0,51.0,74.0,70.0,42.0,59.0,58.0,61.0,66.0,67.0,55.0,57.0,66.0,73.0,63.0,72.0,84.0,58.0,76.0,61.0,62.0,74.0,67.0,70.0,42.0,69.0,73.0,68.0,7.0,12.0,14.0,13.0,15.0
11221,210007,251244,71.0,76.0,right,medium,medium,46.0,51.0,74.0,70.0,42.0,59.0,58.0,61.0,66.0,67.0,55.0,57.0,66.0,73.0,63.0,72.0,84.0,58.0,76.0,61.0,62.0,74.0,67.0,70.0,42.0,69.0,73.0,68.0,7.0,12.0,14.0,13.0,15.0
11222,210007,251244,71.0,76.0,right,medium,medium,46.0,51.0,74.0,70.0,42.0,59.0,58.0,61.0,66.0,67.0,55.0,55.0,66.0,73.0,63.0,72.0,84.0,58.0,76.0,61.0,62.0,74.0,67.0,70.0,42.0,69.0,73.0,68.0,7.0,12.0,14.0,13.0,15.0
11240,193495,164238,69.0,70.0,right,medium,medium,67.0,58.0,56.0,74.0,58.0,70.0,74.0,66.0,73.0,69.0,66.0,66.0,72.0,65.0,67.0,76.0,71.0,71.0,65.0,74.0,58.0,64.0,57.0,65.0,54.0,60.0,66.0,63.0,7.0,15.0,13.0,8.0,9.0
11285,193130,178812,79.0,83.0,right,medium,medium,75.0,75.0,61.0,78.0,80.0,83.0,77.0,70.0,60.0,78.0,91.0,86.0,84.0,81.0,78.0,85.0,72.0,72.0,64.0,83.0,64.0,43.0,78.0,75.0,81.0,23.0,32.0,39.0,7.0,11.0,12.0,9.0,12.0
11286,193130,178812,79.0,83.0,right,medium,medium,75.0,75.0,61.0,78.0,80.0,83.0,77.0,70.0,60.0,78.0,91.0,86.0,84.0,81.0,78.0,85.0,72.0,72.0,64.0,83.0,64.0,43.0,78.0,75.0,81.0,23.0,32.0,39.0,7.0,11.0,12.0,9.0,12.0
11287,193130,178812,79.0,83.0,right,medium,medium,75.0,75.0,61.0,78.0,80.0,83.0,77.0,70.0,60.0,78.0,91.0,86.0,84.0,81.0,78.0,85.0,72.0,72.0,64.0,83.0,64.0,43.0,78.0,75.0,81.0,23.0,32.0,39.0,7.0,11.0,12.0,9.0,12.0
11308,228941,388523,70.0,84.0,right,high,high,34.0,69.0,68.0,49.0,65.0,66.0,71.0,33.0,40.0,69.0,75.0,77.0,69.0,72.0,60.0,78.0,68.0,66.0,77.0,52.0,75.0,41.0,71.0,58.0,75.0,24.0,42.0,17.0,14.0,13.0,7.0,11.0,8.0
11309,228941,388523,70.0,84.0,right,high,high,34.0,69.0,68.0,49.0,65.0,66.0,71.0,33.0,40.0,69.0,75.0,77.0,69.0,72.0,60.0,78.0,68.0,66.0,77.0,52.0,75.0,41.0,71.0,58.0,75.0,24.0,42.0,17.0,14.0,13.0,7.0,11.0,8.0
11310,228941,388523,70.0,84.0,right,high,high,34.0,69.0,68.0,49.0,65.0,66.0,71.0,33.0,40.0,69.0,76.0,77.0,69.0,72.0,60.0,78.0,68.0,66.0,77.0,52.0,75.0,41.0,71.0,58.0,75.0,24.0,42.0,17.0,14.0,13.0,7.0,11.0,8.0
11328,205598,281205,71.0,75.0,left,medium,medium,66.0,58.0,55.0,75.0,57.0,67.0,64.0,55.0,72.0,75.0,68.0,66.0,70.0,75.0,65.0,77.0,65.0,73.0,75.0,62.0,72.0,75.0,67.0,68.0,59.0,65.0,65.0,65.0,15.0,8.0,6.0,8.0,8.0
11329,205598,281205,71.0,76.0,left,medium,medium,66.0,58.0,55.0,75.0,57.0,67.0,64.0,55.0,72.0,75.0,68.0,66.0,70.0,75.0,65.0,77.0,65.0,73.0,75.0,62.0,72.0,75.0,67.0,68.0,59.0,65.0,65.0,65.0,15.0,8.0,6.0,8.0,8.0
11339,53519,150082,69.0,69.0,right,low,medium,51.0,36.0,64.0,65.0,36.0,57.0,54.0,51.0,64.0,64.0,54.0,55.0,60.0,62.0,61.0,51.0,80.0,52.0,79.0,50.0,70.0,70.0,36.0,42.0,54.0,70.0,70.0,66.0,9.0,16.0,10.0,15.0,7.0
11367,201908,265918,70.0,75.0,right,medium,medium,55.0,24.0,72.0,68.0,32.0,55.0,34.0,26.0,66.0,66.0,70.0,72.0,60.0,68.0,64.0,34.0,76.0,69.0,79.0,28.0,74.0,71.0,59.0,49.0,43.0,77.0,80.0,73.0,7.0,15.0,8.0,11.0,12.0
11391,153244,38098,81.0,81.0,right,medium,medium,72.0,84.0,81.0,72.0,82.0,75.0,76.0,69.0,62.0,77.0,71.0,70.0,66.0,79.0,51.0,84.0,70.0,67.0,86.0,81.0,80.0,41.0,83.0,72.0,78.0,22.0,41.0,23.0,10.0,15.0,14.0,11.0,11.0
