"player_fifa_api_id","Rating","Crossing","Finishing","Heading","Short_Pass","Volleys","Dribbling","Curve","Freekick_Accuracy","Long_Pass","Ball_Control","Acceleration","Speed","Agility","Reactions","Balance","Shot_Power","Jumping","Stamina","Strength","Long_shots","Aggression","Interceptions","Attacking_Position","Vision","penalties","Marking","Standing_Tackle","Sliding_Tackle","GK_Diving","GK_Handling","GK_Kicking","GK_Positioning","GK_Reflexes","Work_Rate","Height","Weight","Age"
"162131","80","43","83","92","70","84","69","60","40","46","79","55","65","65","81","51","82","72","75","93","60","71","26","85","59","69","23","28","25","2","2","3","4","2","medium / medium","195","198","30"
"215914","76","67","65","54","79","56","73","49","49","77","77","78","75","74","76","79","72","70","84","66","66","59","80","68","73","54","45","78","72","15","12","10","7","10","medium / medium","170","152","24"
"158626","80","80","59","75","77","62","72","74","61","73","75","77","73","77","76","74","74","81","89","71","68","80","76","67","64","66","80","83","82","8","9","7","15","10","high / medium","177","168","30"
"183108","78","78","76","68","81","73","86","76","68","67","83","87","85","88","76","75","81","58","74","75","72","67","34","77","82","77","29","41","29","11","14","7","6","13","medium / low","177","170","28"
"178509","81","63","83","85","76","81","69","70","65","56","82","61","64","58","83","45","84","78","79","88","76","76","41","84","75","81","26","37","20","12","15","11","6","5","medium / medium","193","194","29"
"191005","74","78","66","70","77","60","75","75","71","68","71","80","79","72","73","61","75","81","83","70","67","59","69","69","67","59","68","69","67","14","7","9","10","7","high / high","182","172","28"
"193011","72","40","20","69","68","29","54","22","22","60","68","64","62","56","69","70","47","66","68","79","13","74","68","12","35","20","71","76","71","14","12","7","14","12","medium / medium","185","183","24"
"197681","77","55","51","62","82","28","75","65","38","76","77","79","75","75","75","74","79","72","82","78","77","74","79","75","76","29","71","77","73","6","11","12","14","7","high / medium","185","170","23"
"208830","71","59","73","57","65","63","73","52","48","48","69","89","91","76","76","79","71","51","90","67","68","85","51","70","67","68","38","42","34","15","14","7","15","11","high / high","177","161","28"
"212883","70","47","48","70","74","66","69","44","32","71","68","76","80","63","80","68","84","87","92","88","73","82","73","48","62","51","68","75","72","13","13","13","8","15","medium / medium","182","165","20"
"218659","66","67","36","56","59","37","64","61","62","55","61","77","78","72","57","65","34","61","68","63","38","61","63","49","40","51","64","69","68","10","15","8","11","14","medium / medium","182","154","20"
"222492","70","63","67","70","70","56","76","80","59","59","74","84","86","78","66","72","73","64","67","58","72","52","34","63","62","53","28","30","27","8","12","9","9","14","medium / medium","182","165","19"
"213697","65","41","36","64","60","43","55","49","36","58","65","55","56","56","67","63","42","59","44","67","40","54","64","39","47","43","68","71","66","14","8","11","8","14","medium / high","182","159","20"
"138722","72","59","53","61","68","45","73","58","59","66","69","70","69","69","70","68","59","72","83","67","60","68","75","44","51","57","69","77","76","6","11","14","12","15","high / medium","180","170","28"
"180706","71","39","24","72","71","30","47","39","39","61","59","65","67","64","59","58","39","70","71","70","36","69","64","27","43","28","76","77","73","8","6","12","9","13","medium / medium","187","161","26"
"190885","70","68","43","56","69","40","68","59","66","60","71","78","74","75","70","69","67","53","72","68","64","62","69","54","58","48","71","70","68","8","9","15","9","6","high / medium","180","179","24"
"191076","71","66","68","56","67","70","76","78","78","58","75","75","77","72","69","73","84","58","74","72","74","63","49","67","70","57","45","50","49","7","6","14","10","8","high / medium","177","170","24"
"198784","79","73","70","34","77","59","86","67","53","73","83","89","89","84","75","88","75","65","75","69","77","66","41","74","71","69","37","48","44","16","9","6","9","9","high / medium","175","154","22"
"180283","77","74","73","71","86","55","77","76","77","81","81","64","68","70","67","59","83","70","72","72","73","68","54","75","82","76","55","70","71","14","9","7","9","10","high / medium","185","165","26"
"188879","75","56","46","55","74","31","60","36","32","69","70","65","80","60","70","54","73","42","77","92","60","85","74","44","62","54","71","85","70","11","7","13","15","10","medium / high","190","176","25"
"218359","67","47","49","67","73","47","66","37","42","69","71","70","69","67","64","75","69","60","56","64","53","81","67","62","66","51","64","69","62","10","13","16","7","15","medium / medium","177","165","21"
"223747","61","56","23","58","62","19","55","42","60","41","52","70","70","76","53","74","33","77","72","61","29","55","53","41","33","46","63","64","60","11","6","8","14","12","medium / medium","177","150","21"
"135507","80","68","70","55","82","76","79","70","71","81","78","77","77","79","82","79","83","72","82","73","81","83","84","68","75","61","70","78","75","12","11","5","13","7","medium / high","175","148","30"
"170815","77","72","66","62","80","64","74","70","71","78","78","71","66","74","78","78","74","71","81","66","73","80","81","72","78","69","74","74","71","7","6","14","16","10","medium / medium","175","159","27"
"199189","79","63","70","65","84","61","85","54","56","77","83","79","77","70","77","56","78","63","74","76","76","73","45","71","81","65","56","60","52","9","14","12","6","10","medium / medium","187","168","21"
"164859","81","78","82","53","77","71","81","72","73","65","80","95","96","83","80","80","76","59","75","59","67","61","31","79","74","73","27","33","36","11","8","9","9","8","high / low","175","150","26"
"208135","73","68","70","66","75","67","75","41","42","74","75","65","67","60","68","64","75","71","83","75","74","75","71","58","77","45","69","71","65","15","12","12","15","14","high / medium","182","165","22"
"163873","75","13","20","12","22","11","11","11","14","32","32","46","44","60","70","58","38","75","20","72","18","28","24","11","42","37","13","20","20","75","74","71","78","76","medium / medium","187","185","33"
"173546","73","42","29","77","59","28","44","33","31","59","58","62","59","46","73","50","40","71","75","75","29","67","71","45","50","43","77","77","78","11","8","6","9","14","medium / medium","190","163","26"
"189446","66","64","62","43","62","49","68","69","68","60","65","79","79","83","64","60","67","48","76","56","63","31","60","59","63","61","16","27","29","13","8","6","7","6","high / medium","182","168","25"
"199667","75","73","27","77","62","25","63","49","58","55","64","69","75","66","71","61","69","78","75","79","59","81","71","49","47","52","75","78","76","9","9","13","10","7","None / 1","185","176","24"
"203965","76","69","73","55","73","74","84","69","66","70","80","79","78","79","74","68","76","56","70","66","68","59","39","74","77","65","30","36","20","13","14","6","14","15","high / low","180","179","21"
"179844","86","63","90","82","65","81","82","58","59","48","82","79","85","63","85","52","83","60","85","91","69","90","40","89","74","76","28","39","34","11","13","12","8","11","high / medium","187","187","26"
"206534","70","58","74","68","65","56","70","67","38","58","73","77","74","67","66","53","67","60","67","63","62","56","54","72","56","69","26","23","18","9","7","11","6","16","high / medium","185","157","22"
"152747","78","78","65","27","77","67","83","62","54","53","80","92","89","93","77","92","61","71","75","52","56","56","36","73","75","61","29","33","34","13","6","6","15","10","high / medium","165","139","28"
"169792","77","70","79","76","76","74","79","69","29","66","75","81","84","79","77","65","75","81","85","71","74","41","44","80","69","71","16","28","21","12","12","16","14","9","high / low","185","154","26"
"179592","72","71","70","47","71","70","76","69","72","69","74","66","68","78","68","64","68","32","86","70","71","47","59","69","74","74","54","62","58","8","7","13","11","15","high / high","185","174","29"
"192297","70","19","14","15","15","14","13","16","17","13","19","33","34","38","62","56","15","57","38","40","12","33","16","13","19","11","12","14","14","70","64","70","72","77","medium / medium","182","176","27"
"169596","80","33","53","84","63","35","42","34","24","69","54","54","64","62","73","57","44","72","79","88","28","85","82","31","50","48","82","83","80","10","12","7","13","15","medium / high","190","168","27"
"178567","74","64","32","73","74","34","62","67","56","63","70","67","64","65","71","57","51","68","78","76","36","79","76","61","58","65","76","77","81","16","15","8","12","10","medium / medium","182","190","27"
"53612","83","38","36","87","71","30","39","39","45","58","65","29","33","29","84","28","71","33","64","88","25","69","88","43","58","42","88","88","86","12","13","5","12","8","medium / medium","198","198","31"
"194996","72","38","81","73","55","75","66","68","46","44","71","58","68","57","75","41","68","58","60","79","63","61","23","77","56","72","14","32","24","6","9","10","9","13","medium / low","190","181","23"
"135883","72","75","25","68","70","26","69","51","61","64","73","73","70","60","65","60","64","50","79","77","62","73","68","58","59","44","73","77","70","12","6","10","8","12","high / medium","190","196","30"
"189682","72","67","27","72","67","29","63","38","31","65","65","69","69","66","67","70","60","91","79","78","39","68","72","30","50","36","75","74","76","15","7","12","10","14","medium / medium","180","163","26"
"181291","80","65","76","72","79","73","86","76","71","66","84","79","85","82","82","80","77","82","86","64","69","61","65","78","76","74","52","55","42","16","6","14","12","6","high / medium","175","163","24"
"54013","75","80","67","64","76","70","77","80","75","76","76","76","75","74","76","75","81","44","77","63","75","41","49","73","78","70","44","27","41","10","12","16","16","9","medium / medium","180","143","31"
"29183","73","25","25","25","22","25","25","25","25","21","23","45","49","34","73","39","25","68","30","69","25","40","24","25","25","40","25","25","25","73","71","61","73","76","medium / medium","190","190","36"
"192119","86","14","14","13","32","12","13","19","11","31","23","46","52","61","81","45","36","68","38","70","17","23","15","13","44","27","11","18","16","84","87","69","86","88","medium / medium","198","194","23"
"184469","73","62","70","49","75","63","71","64","70","72","73","69","69","76","70","76","76","70","77","74","75","84","71","68","75","68","56","69","57","7","7","11","10","8","high / high","177","154","25"
"186392","76","73","46","75","77","33","64","43","34","72","70","75","76","66","73","63","70","66","77","78","63","74","77","64","68","40","80","80","78","8","7","7","10","11","high / medium","187","183","25"
"198683","78","70","79","73","73","77","80","79","82","65","83","79","84","74","79","57","88","77","75","76","86","70","15","80","74","71","22","26","22","12","11","11","5","5","high / low","185","179","23"
"49212","77","13","13","11","24","12","14","15","12","23","20","42","43","51","77","57","24","74","36","43","12","21","22","10","70","22","12","12","15","80","72","71","74","82","medium / medium","185","192","36"
"180819","80","74","73","67","83","72","85","77","66","74","82","76","70","83","75","76","68","73","83","67","72","46","61","76","83","68","30","52","38","6","15","14","8","11","high / medium","172","161","27"
"195086","79","59","33","75","70","42","64","26","18","68","67","55","56","49","75","41","63","76","70","81","34","87","73","21","56","52","82","85","86","14","14","13","10","7","high / high","187","185","26"
"184037","74","73","38","77","73","39","61","60","35","64","66","69","69","59","72","56","66","69","76","79","38","71","68","42","39","58","77","81","80","7","11","8","7","8","medium / medium","190","170","25"
"198719","74","72","66","33","70","38","80","69","68","63","76","89","84","90","63","84","71","48","70","43","73","38","22","71","70","60","18","26","30","12","14","16","6","10","high / medium","172","165","21"
"186132","72","56","61","56","76","55","69","66","43","74","73","68","68","66","70","74","75","56","79","66","69","68","68","68","72","52","58","66","62","12","6","8","9","12","medium / medium","177","154","25"
"192613","76","19","11","16","38","13","15","15","12","36","22","48","42","33","69","22","14","34","31","78","15","40","27","12","16","21","14","19","17","76","77","68","79","78","medium / medium","203","212","28"
"206489","65","63","35","61","63","32","67","54","35","51","62","77","72","62","66","64","45","76","67","68","31","70","55","49","47","43","67","66","67","7","14","14","6","11","medium / medium","182","176","23"
"163705","83","14","13","13","31","13","11","13","12","28","12","53","43","52","81","36","24","74","31","61","11","37","23","11","14","11","10","12","13","85","78","79","81","84","medium / medium","185","181","30"
"169705","78","79","35","69","76","43","74","67","52","70","76","79","77","76","76","71","59","71","80","71","54","73","77","62","51","52","79","81","82","11","13","15","10","15","high / medium","177","187","26"
"212125","77","68","69","56","75","68","84","79","62","63","83","93","88","86","74","82","65","46","72","53","60","41","46","74","74","70","30","33","36","8","9","15","6","7","medium / medium","175","146","21"
"120312","77","19","22","81","56","23","17","23","11","73","58","34","31","51","72","54","62","80","66","81","21","82","76","35","43","44","80","81","80","8","6","6","13","15","medium / high","187","168","31"
"184200","78","83","69","71","79","79","83","79","74","68","83","78","77","76","73","57","73","68","68","83","68","73","46","77","79","76","47","57","30","14","15","10","10","15","medium / medium","193","183","26"
"179944","83","68","56","83","78","67","70","70","76","76","79","72","73","74","79","56","74","82","71","77","71","84","80","54","68","75","81","85","84","11","12","10","7","14","high / medium","187","185","28"
"169638","71","72","45","61","68","32","69","67","68","64","67","79","78","73","61","71","48","81","79","68","46","51","65","63","62","67","71","73","72","14","16","13","6","7","high / medium","177","165","29"
"172768","73","68","63","59","82","55","72","61","68","76","74","64","62","63","69","73","67","71","72","69","65","68","60","65","76","67","62","68","62","16","14","7","16","8","medium / medium","177","161","29"
"188155","77","73","55","70","70","67","74","64","56","68","76","74","75","72","79","66","76","71","92","75","64","84","74","73","72","62","78","79","78","15","10","7","11","7","high / medium","185","176","26"
"189963","81","45","83","84","68","76","74","66","58","45","76","69","75","67","81","72","89","86","78","94","80","70","38","85","65","77","25","42","28","10","8","5","7","11","medium / low","182","198","26"
"138193","75","79","69","65","76","62","73","71","76","76","74","59","58","70","78","72","73","71","87","74","74","92","67","73","75","81","63","75","75","12","10","11","9","8","medium / high","180","154","33"
"164505","78","16","14","12","26","15","14","15","11","34","28","50","47","47","79","47","24","72","30","76","15","43","19","12","45","35","15","15","14","80","76","64","77","81","medium / medium","193","209","31"
"184432","82","78","46","69","80","54","70","66","58","74","77","79","81","75","87","73","68","74","86","72","60","76","81","64","68","66","86","87","86","13","9","10","6","5","medium / medium","177","165","26"
"186578","70","61","71","71","73","69","69","63","59","70","71","69","65","69","71","60","73","71","73","71","74","51","54","72","70","63","57","64","60","8","6","7","10","6","high / medium","182","163","26"
"192638","75","75","50","65","69","33","71","61","71","69","71","76","78","68","75","58","75","68","79","78","71","79","69","61","57","64","74","79","80","9","7","13","9","12","high / medium","187","179","24"
"205566","77","83","65","61","77","35","77","59","40","64","81","88","87","86","74","87","73","85","85","54","70","71","73","73","58","54","72","74","76","10","14","9","10","11","high / medium","170","143","23"
"189280","75","81","47","44","83","48","59","69","75","80","79","70","65","71","80","79","60","63","79","63","57","49","71","55","82","55","63","67","64","10","13","13","7","8","medium / medium","170","148","25"
"199434","79","79","69","63","81","73","83","83","76","77","84","75","73","81","80","77","69","65","73","67","66","56","31","73","84","81","40","34","26","11","11","14","9","16","medium / medium","180","168","26"
"216268","62","46","65","46","58","58","68","64","42","53","56","80","77","75","56","82","61","54","66","54","56","38","21","65","47","62","28","30","35","6","15","8","14","15","medium / medium","175","159","21"
"49036","72","69","65","59","75","64","76","67","75","64","74","69","66","76","70","81","67","66","68","57","70","57","48","71","73","74","25","42","31","5","13","9","7","13","high / medium","170","152","32"
"169590","76","79","57","65","82","66","72","61","71","81","76","52","64","55","74","61","82","72","76","74","80","72","70","67","76","63","76","77","76","15","7","12","15","6","medium / medium","180","176","27"
"186598","74","71","45","70","73","52","64","43","28","66","68","76","75","71","70","71","68","73","74","68","52","68","73","54","59","47","71","78","79","12","10","9","9","11","medium / medium","180","161","26"
"194365","78","66","80","79","73","75","77","53","50","59","76","79","73","85","84","72","77","90","84","66","68","74","45","83","64","75","33","44","33","10","6","14","6","6","high / high","175","168","29"
"194932","75","75","66","54","73","59","84","68","68","59","76","89","89","78","69","71","82","48","70","66","78","46","21","70","71","83","36","29","27","13","11","11","11","13","high / medium","180","179","24"
"139720","85","61","45","84","65","46","64","61","52","66","68","68","70","63","84","42","76","73","70","88","55","81","78","41","59","63","86","90","87","10","9","5","8","6","medium / medium","193","187","29"
"177604","80","81","39","62","77","56","74","74","59","61","77","79","75","75","79","67","71","75","85","65","61","74","82","61","66","61","83","84","82","7","5","9","3","5","medium / high","177","159","29"
"188484","74","47","71","73","67","74","71","71","58","42","73","90","91","84","74","63","73","74","70","70","66","59","24","73","57","81","19","29","21","14","6","8","6","9","medium / low","185","161","25"
"209483","71","20","15","16","24","16","13","10","14","23","24","41","49","45","65","62","18","65","25","49","14","20","24","12","31","21","12","16","12","75","70","68","69","73","medium / medium","182","154","20"
"210972","72","79","32","58","70","37","70","75","51","60","73","84","78","74","65","64","59","68","74","67","44","68","66","67","39","46","68","78","72","14","7","14","12","13","high / medium","180","159","21"
"180216","81","81","65","67","77","64","78","42","35","70","77","79","80","77","81","74","75","72","90","73","68","78","77","76","70","60","83","84","84","5","15","10","13","7","high / high","177","170","26"
"199286","76","77","58","58","76","31","70","56","27","66","75","82","84","77","70","87","72","67","85","68","53","85","70","63","68","58","75","77","79","7","7","14","14","8","high / medium","170","157","24"
"170570","76","63","69","42","81","80","77","71","60","66","79","70","55","76","80","78","62","60","68","57","64","60","54","79","81","66","38","48","50","16","9","10","11","14","medium / medium","172","146","29"
"186905","71","65","71","71","64","65","69","59","56","54","73","74","69","70","68","56","73","81","82","75","65","81","35","71","56","72","33","46","39","6","10","11","10","10","high / medium","185","168","25"
"196978","74","52","79","62","70","65","73","62","45","60","75","93","90","81","68","79","69","66","77","80","64","73","40","77","71","75","20","39","25","10","15","8","10","6","high / medium","180","146","23"
"204529","78","65","79","72","62","73","78","61","46","36","79","80","84","84","77","73","82","83","65","77","76","59","23","84","63","67","16","26","22","9","10","16","7","15","medium / low","180","172","21"
"146439","81","53","82","84","76","82","75","68","69","66","81","67","70","68","79","55","84","76","72","90","77","80","32","82","68","80","36","34","32","11","6","11","7","13","high / high","185","190","30"
"198198","75","31","34","74","66","28","50","40","36","52","65","60","68","59","70","58","75","78","73","79","65","82","71","30","59","28","78","77","80","9","6","7","16","8","low / high","185","183","23"
"186805","77","72","70","47","72","64","83","72","64","66","80","90","88","84","70","77","76","69","79","69","68","40","25","73","73","68","24","38","11","11","11","12","15","12","high / high","170","141","26"
"176546","77","77","56","57","74","66","81","74","59","71","79","88","89","90","75","86","76","67","82","69","72","79","67","73","59","67","72","79","80","7","13","10","9","9","high / medium","172","159","29"
"185103","79","90","55","75","70","61","78","85","81","77","78","70","66","64","79","58","91","78","77","78","80","84","80","66","76","74","79","84","82","16","15","8","16","6","high / medium","187","183","29"
"189461","81","73","64","58","84","64","84","80","72","83","84","79","74","83","80","87","75","67","82","66","73","83","61","80","85","65","61","63","65","6","15","15","9","11","medium / medium","172","150","23"
"208330","75","70","66","23","75","67","85","70","65","73","81","86","77","83","69","65","58","61","55","56","67","31","21","68","76","60","20","22","22","15","10","11","12","7","medium / medium","182","165","20"
"178287","70","68","67","63","71","58","73","62","65","68","72","73","71","74","65","78","69","72","84","70","63","42","65","65","69","62","62","64","60","13","13","9","13","16","high / high","177","154","26"
"183288","75","62","24","67","66","48","48","51","52","64","61","68","67","62","67","63","69","80","68","84","39","79","76","46","47","38","78","79","78","14","13","9","14","15","medium / high","185","187","28"
"202491","71","60","57","46","80","58","66","66","65","76","73","69","68","83","69","74","59","45","71","33","56","47","55","69","77","56","53","53","47","11","10","11","9","11","medium / medium","177","157","23"
"152991","71","68","64","64","76","66","70","60","52","74","68","68","66","63","69","68","72","78","83","78","66","83","70","59","69","56","68","66","69","15","8","9","9","8","medium / high","182","159","31"
"166080","76","76","69","62","80","72","79","69","75","77","80","69","66","78","79","74","78","64","73","58","77","58","62","77","81","82","40","50","34","10","6","9","10","15","medium / medium","177","159","29"
"183125","75","45","76","68","69","66","65","68","36","43","74","69","74","65","70","70","86","70","75","92","78","77","22","75","59","77","15","29","25","10","11","16","12","15","high / medium","182","198","27"
"207599","71","32","24","75","69","30","54","32","25","63","64","68","67","46","55","59","34","79","70","75","43","55","71","23","47","48","73","74","73","16","7","8","14","11","medium / medium","187","181","22"
"177392","79","62","82","78","75","72","75","48","46","53","81","80","84","83","78","66","80","83","80","81","68","68","35","79","73","72","16","36","28","8","6","9","10","12","medium / medium","185","161","29"
"222922","62","57","48","51","72","47","62","61","51","66","67","70","68","76","55","84","53","67","55","34","34","45","28","45","66","59","44","57","55","13","11","10","10","12","high / low","167","154","19"
"13914","69","20","19","10","21","20","18","19","12","40","31","40","42","38","74","47","25","70","29","70","20","36","23","14","12","13","11","19","20","67","68","78","73","65","medium / medium","193","198","35"
"199503","81","68","49","59","84","50","68","68","70","88","79","48","54","58","84","62","88","33","79","75","84","89","74","78","86","59","70","73","66","7","8","11","7","13","medium / medium","185","181","23"
"165229","83","54","32","81","75","35","62","22","49","67","67","79","78","70","78","62","54","86","73","71","47","87","84","31","56","51","83","87","85","13","11","9","11","7","medium / high","185","165","30"
"183277","89","80","83","57","86","79","94","82","79","82","90","93","87","92","86","90","79","59","74","63","82","54","41","86","86","86","25","27","22","11","12","6","8","8","high / medium","172","163","24"
"205569","74","88","53","57","81","51","73","86","79","80","78","70","68","74","73","79","74","68","76","64","70","67","67","61","82","64","55","65","62","12","12","10","15","15","high / medium","172","146","20"
"184941","86","76","85","60","80","78","88","78","77","73","87","89","85","91","84","87","82","72","86","64","80","80","42","85","78","77","30","39","35","10","10","15","12","13","high / high","170","137","26"
"203042","77","11","16","12","36","12","21","12","14","40","26","51","48","58","66","55","29","61","42","59","13","32","27","16","34","42","16","13","11","79","76","75","77","83","medium / medium","195","209","22"
"52326","67","11","12","12","39","22","11","11","14","34","22","46","47","38","59","45","25","66","31","62","11","45","24","11","47","22","13","12","11","69","69","65","66","71","medium / medium","190","183","30"
"183711","79","81","67","65","83","72","74","80","71","81","78","76","73","74","79","71","75","81","93","73","71","78","72","74","80","64","67","75","68","7","13","7","9","13","high / high","182","148","25"
"148569","72","67","47","78","58","37","37","54","67","54","48","32","53","33","61","34","79","60","62","87","54","88","75","49","43","72","69","71","73","6","16","14","7","6","medium / high","185","194","35"
"151508","76","75","58","53","80","64","76","73","69","77","77","73","70","79","80","76","63","82","86","67","63","74","67","68","75","62","66","71","67","9","7","13","9","11","high / high","172","159","30"
"192985","86","90","82","53","88","82","85","78","77","82","86","76","78","78","87","75","84","65","85","73","85","68","52","83","88","77","30","39","40","15","13","5","10","13","high / medium","180","168","24"
"190752","74","56","33","84","76","36","51","44","23","73","64","67","74","46","75","40","48","53","63","78","41","73","78","37","68","43","78","79","72","11","13","12","7","9","low / high","195","198","25"
"139313","74","88","57","76","77","70","66","86","84","72","74","66","68","66","71","60","83","76","78","77","79","78","73","74","70","68","64","73","69","14","12","15","16","13","medium / medium","185","190","29"
"208461","69","62","53","69","67","50","68","49","46","63","72","64","67","60","70","66","71","88","86","73","56","87","68","66","70","59","59","66","64","14","15","7","12","12","high / high","185","168","24"
"182744","77","77","61","74","70","50","73","69","71","69","75","81","86","76","71","75","88","74","84","79","82","82","68","71","54","57","78","77","81","15","13","13","14","16","high / medium","182","174","31"
"191089","73","63","75","71","63","62","74","53","69","57","73","76","73","62","75","53","79","69","74","83","69","67","18","68","60","75","19","28","20","8","16","6","10","12","high / medium","187","198","22"
"164835","78","14","13","11","20","17","14","18","12","32","22","50","47","52","71","44","14","68","25","65","20","43","16","15","52","22","11","12","13","77","80","73","78","84","medium / medium","190","183","30"
"190324","73","47","37","74","54","40","59","24","27","57","64","77","78","71","69","64","59","77","68","83","44","77","67","35","36","35","74","74","79","14","11","6","14","16","low / high","187","185","24"
"159577","74","54","32","78","54","28","25","32","49","62","57","46","50","30","70","41","49","58","77","86","59","83","70","33","45","66","79","76","78","6","14","7","14","11","medium / medium","190","196","34"
"172723","82","14","12","12","26","12","16","17","15","23","24","52","58","53","79","41","28","38","36","80","12","42","21","11","31","40","13","11","12","83","80","74","80","84","medium / medium","200","183","28"
"184082","74","60","34","78","60","29","46","39","28","48","62","57","63","51","71","48","42","63","71","90","29","79","75","54","45","31","71","78","66","6","12","15","10","13","medium / medium","185","183","26"
"202652","82","72","73","38","77","59","87","64","49","70","85","94","92","90","80","91","68","61","75","64","70","34","26","81","76","63","48","58","54","15","12","12","15","9","high / medium","170","152","20"
"146536","80","79","66","47","77","79","82","80","46","74","81","91","88","91","77","87","75","62","79","34","74","50","33","74","76","56","27","20","26","10","10","15","7","13","medium / medium","170","132","29"
"199561","82","81","82","45","80","65","85","83","80","67","83","80","76","84","84","81","74","63","75","62","81","73","58","82","81","74","30","39","25","10","15","12","8","8","high / low","175","159","28"
"173436","76","64","77","32","74","52","82","58","42","65","78","92","90","86","67","95","75","70","84","56","74","69","35","74","66","70","33","45","48","12","11","14","8","16","high / high","167","137","27"
"195668","74","12","11","12","15","13","15","11","20","26","25","49","52","47","67","41","36","64","30","72","11","23","22","16","38","15","15","11","14","76","74","75","74","75","medium / medium","195","198","25"
"199576","73","37","25","65","78","22","55","49","53","69","71","66","55","60","66","59","60","67","75","84","43","76","74","50","68","54","72","77","65","12","14","10","11","16","medium / high","182","183","24"
"226790","60","28","20","67","60","28","33","25","29","52","54","78","80","57","63","74","46","76","71","76","23","72","61","23","29","35","60","65","62","13","14","7","7","13","None / medium","187","165","18"
"229901","57","24","25","53","55","23","50","26","31","50","60","54","60","56","50","34","33","73","59","72","26","47","49","26","30","40","56","59","56","12","12","12","15","13","medium / medium","198","176","16"
"184134","78","60","54","70","75","41","63","65","53","73","72","66","68","79","79","57","76","72","84","81","68","87","83","59","63","54","82","80","82","1","1","1","1","1","medium / high","185","168","28"
"186537","74","70","72","79","69","73","68","66","57","59","71","69","71","67","79","63","78","83","87","77","63","77","36","77","69","82","39","49","42","16","14","9","16","8","medium / low","185","168","28"
"191648","73","23","34","75","63","56","57","38","33","52","63","67","65","74","73","62","50","85","75","75","41","66","67","42","50","54","77","80","76","12","16","8","6","13","medium / medium","187","172","27"
"216267","73","76","56","67","66","32","69","66","30","56","74","77","85","83","71","68","67","55","81","66","58","68","71","60","69","55","71","73","69","11","8","10","7","14","high / high","177","139","21"
"195671","77","56","82","81","59","72","66","59","43","46","74","71","74","65","78","55","83","82","74","81","71","67","47","83","61","77","31","37","22","9","11","7","9","13","high / medium","187","185","26"
"205989","72","70","47","65","73","49","71","59","49","65","75","64","68","66","65","61","52","67","73","70","56","83","68","54","54","54","75","79","77","11","14","12","7","12","medium / medium","182","146","20"
"206538","59","45","21","47","54","25","57","41","29","48","56","68","67","59","54","65","47","57","70","77","43","59","70","49","43","44","53","68","61","13","7","8","10","13","medium / high","182","168","22"
"162895","87","86","78","74","93","81","81","77","81","92","87","65","62","65","83","77","77","68","81","64","78","45","61","81","93","80","62","66","62","6","10","8","15","15","high / medium","175","163","28"
"179613","75","73","71","61","74","72","78","76","84","72","75","86","85","74","67","68","87","60","70","83","80","67","40","72","73","70","37","42","35","13","16","13","7","9","high / medium","182","198","27"
"200765","75","45","51","67","75","41","71","52","57","69","78","71","75","78","72","75","55","82","69","74","48","83","77","46","65","48","74","77","81","14","7","13","7","12","medium / high","177","172","23"
"201508","78","74","74","57","78","74","82","80","75","73","82","77","71","81","74","66","77","70","69","59","78","57","32","76","79","73","33","48","44","14","15","7","7","8","medium / medium","182","172","24"
"152554","80","79","34","70","64","59","71","64","38","69","78","82","85","77","72","75","52","70","82","66","43","55","77","66","59","45","80","82","86","10","11","9","11","6","high / medium","175","143","30"
"183427","77","69","63","53","80","59","84","72","48","76","79","79","77","89","72","86","80","72","89","64","73","82","75","71","72","65","63","73","71","10","9","14","11","6","high / high","175","132","25"
"136113","73","17","19","73","56","23","56","14","18","44","62","48","55","31","67","52","52","74","73","91","35","72","70","39","51","17","75","75","70","14","10","6","7","8","medium / medium","185","205","31"
"172203","76","19","13","13","27","19","20","10","19","19","33","32","35","32","67","42","36","59","29","75","12","43","22","13","14","22","13","13","12","74","77","74","76","82","medium / medium","200","198","27"
"192366","84","52","53","86","64","58","43","50","39","66","60","74","76","71","80","62","69","90","78","82","56","85","86","49","45","44","87","86","88","12","5","8","11","12","medium / medium","182","179","27"
"195859","76","62","79","71","69","66","78","45","36","61","77","89","83","79","74","82","70","81","80","72","67","52","39","79","68","68","33","24","27","10","13","12","16","6","high / high","177","161","23"
"206304","73","59","54","69","75","42","65","53","44","73","72","59","57","58","67","57","75","58","89","74","70","83","71","64","69","60","69","69","66","13","9","16","6","12","medium / medium","185","176","24"
"163761","77","25","35","78","65","33","43","26","25","55","65","68","68","68","75","56","49","78","73","84","34","68","77","42","56","33","77","81","79","7","9","10","15","10","medium / medium","187","196","30"
"189680","74","71","45","56","73","59","75","57","60","71","75","85","78","83","71","84","72","72","80","57","58","76","73","62","66","60","73","75","74","12","10","11","15","6","high / high","172","143","25"
"51257","76","59","77","83","79","80","66","57","50","63","78","52","53","56","78","29","75","34","70","71","71","71","23","80","75","76","31","26","20","13","14","7","10","14","medium / medium","200","185","34"
"173426","78","11","11","16","39","16","14","16","12","34","24","55","59","28","75","42","45","69","31","72","16","34","21","16","20","41","13","14","16","82","75","65","73","84","medium / medium","193","192","27"
"225719","67","32","70","54","61","60","68","62","53","57","66","86","85","77","62","70","70","58","62","69","63","50","17","68","63","64","13","22","12","8","7","7","11","15","high / medium","187","170","18"
