"Rating","Height","Weight","Age","Work_Rate","Weak_foot","Skill_Moves","Ball_Control","Dribbling","Marking","Sliding_Tackle","Standing_Tackle","Aggression","Reactions","Attacking_Position","Interceptions","Vision","Composure","Crossing","Short_Pass","Long_Pass","Acceleration","Speed","Stamina","Strength","Balance","Agility","Jumping","Heading","Shot_Power","Finishing","Long_Shots","Curve","Freekick_Accuracy","Penalties","Volleys","GK_Positioning","GK_Diving","GK_Kicking","GK_Handling","GK_Reflexes","fifa_api_id"
"78","190 cm","87 kg","28","Medium / Medium","3","2","74","74","75","79","80","77","78","68","74","66","77","70","79","75","65","55","92","77","55","49","74","70","73","64","68","61","30","52","61","14","12","11","11","12","178213"
"78","185 cm","73 kg","31","Medium / Medium","3","3","74","73","16","28","36","68","75","76","35","69","85","46","73","53","76","81","78","83","66","83","83","79","80","77","68","48","46","72","72","10","8","9","6","12","177392"
"78","177 cm","85 kg","26","Medium / Medium","4","4","80","84","63","64","70","42","74","76","69","71","65","74","71","69","86","84","84","80","83","80","66","69","75","70","68","75","61","71","63","16","9","8","7","16","172962"
"78","201 cm","93 kg","29","Medium / Medium","5","1","33","20","13","12","13","43","70","13","22","44","34","19","27","19","32","35","29","80","42","32","59","13","36","13","12","10","19","22","19","78","74","69","80","83","172203"
"78","178 cm","64 kg","29","High / High","3","3","79","66","74","70","74","86","77","71","78","71","78","66","78","74","67","64","85","73","78","75","61","66","65","56","61","54","61","67","51","1","1","1","1","1","171972"
"78","175 cm","72 kg","28","Medium / Medium","3","3","78","74","74","71","74","81","78","72","81","80","76","72","80","78","71","66","72","66","78","74","71","62","76","66","75","70","73","69","64","16","7","14","6","10","170815"
"78","185 cm","69 kg","27","Medium / High","4","2","77","73","71","76","78","70","77","65","80","74","80","57","80","78","64","55","83","72","71","63","72","71","57","54","50","39","24","47","60","6","13","16","11","6","169706"
"79","188 cm","86 kg","30","Medium / Medium","3","1","22","14","15","13","15","31","71","12","17","44","56","13","28","31","52","50","36","62","48","54","69","14","14","12","12","15","13","24","12","79","79","74","77","80","163264"
"78","165 cm","63 kg","29","High / Medium","3","3","81","84","40","37","37","57","74","71","42","73","80","78","76","54","87","86","81","59","92","93","71","28","64","69","57","63","55","62","68","16","14","7","7","11","152747"
"78","187 cm","85 kg","31","High / Medium","3","2","70","56","80","77","82","77","75","38","75","60","74","52","72","73","63","65","75","79","56","61","76","78","67","38","56","48","34","44","34","10","11","11","15","12","140620"
"78","186 cm","80 kg","35","Medium / Medium","3","1","30","12","15","12","11","30","75","7","22","38","56","12","33","48","49","54","44","76","55","39","70","22","23","11","14","23","11","16","13","78","80","70","75","80","139062"
"78","191 cm","88 kg","32","Medium / High","3","2","53","31","78","77","77","91","75","34","76","32","56","31","61","67","32","49","76","93","42","26","51","83","75","46","54","30","59","54","56","15","9","10","16","9","137785"
"78","191 cm","91 kg","36","Medium / Medium","2","1","25","15","14","15","14","40","74","12","20","59","63","15","23","19","50","52","27","64","53","56","76","14","30","15","14","12","13","41","13","75","83","60","73","84","135451"
"77","180 cm","70 kg","24","Medium / High","3","3","76","68","70","72","75","74","72","63","77","70","73","68","79","74","61","64","92","72","62","67","70","57","71","57","67","69","61","62","39","12","7","15","15","6","213051"
"76","176 cm","65 kg","24","High / High","3","4","76","78","20","24","28","33","79","77","24","66","72","65","67","52","95","92","91","45","85","88","80","64","78","78","73","60","48","69","75","15","7","13","12","14","201818"
"77","186 cm","80 kg","26","Medium / Medium","3","2","69","63","75","76","78","83","71","49","73","47","46","73","67","55","69","75","75","79","61","66","78","80","69","40","59","49","58","52","25","10","9","13","9","7","199667"
"77","168 cm","75 kg","26","High / Medium","2","2","75","70","72","79","77","85","74","68","72","68","65","71","76","66","79","84","85","72","87","77","67","58","72","58","53","56","47","58","31","14","7","14","7","8","199286"
"77","168 cm","68 kg","24","Medium / High","3","3","78","70","75","75","76","79","73","55","76","69","70","67","81","71","75","73","85","75","83","80","79","65","62","49","64","69","48","55","43","12","14","9","12","15","198861"
"77","185 cm","83 kg","25","Low / Medium","3","2","65","50","78","80","77","82","70","30","71","59","63","31","68","52","63","72","68","79","58","59","78","74","75","34","65","40","36","28","28","16","9","7","6","8","198198"
"77","178 cm","73 kg","24","High / High","3","3","77","78","33","27","24","60","74","79","39","68","70","62","69","61","89","84","81","73","82","79","81","71","74","77","67","57","36","68","66","16","10","12","13","6","195859"
"77","181 cm","77 kg","25","High / Low","4","3","78","82","32","27","29","43","69","70","21","71","68","77","75","67","86","85","69","57","71","80","48","52","82","74","78","71","76","83","59","11","13","11","11","13","194932"
"77","174 cm","70 kg","30","High / High","4","3","76","76","34","34","48","80","84","83","45","68","70","66","73","61","79","73","83","69","75","85","90","74","77","75","68","53","50","74","75","6","10","14","6","6","194365"
"77","203 cm","96 kg","30","Medium / Medium","2","1","22","15","14","17","19","40","69","12","27","38","65","19","38","36","48","42","31","78","22","33","34","16","14","11","15","15","12","21","13","79","74","68","77","78","192613"
"77","195 cm","90 kg","26","Low / High","3","2","66","54","78","74","79","73","75","37","81","68","77","56","78","76","65","74","69","83","34","46","56","84","48","33","41","62","23","43","36","7","11","12","13","9","190752"
"77","175 cm","67 kg","27","Medium / Medium","3","3","80","79","47","49","59","71","77","74","65","77","72","74","83","80","66","74","73","56","77","72","62","48","74","64","75","59","62","72","68","12","15","9","11","13","189725"
"77","185 cm","80 kg","27","High / Medium","3","3","76","74","74","75","77","84","79","68","73","70","66","73","70","68","74","75","92","75","66","72","71","70","76","55","64","64","56","62","67","11","15","7","10","7","188155"
"77","191 cm","84 kg","31","Medium / Medium","3","2","70","67","77","77","81","77","71","62","78","73","80","60","73","66","68","69","77","75","53","76","77","73","65","54","59","60","60","63","56","10","7","6","16","14","186672"
"77","188 cm","79 kg","27","Medium / Low","4","3","75","78","66","69","70","80","73","75","70","73","72","68","79","76","74","76","92","73","51","73","90","80","85","71","78","49","44","72","66","16","9","14","8","14","186351"
"77","175 cm","69 kg","29","Medium / Medium","3","4","78","82","38","35","40","55","76","74","51","70","77","73","74","64","87","86","71","58","69","85","68","66","73","73","71","68","74","75","70","10","11","8","12","12","182945"
"77","185 cm","81 kg","32","Medium / Medium","2","3","75","73","77","80","77","82","71","71","68","54","77","77","70","69","78","86","84","79","75","76","74","74","85","61","78","69","71","57","50","14","15","13","13","16","182744"
"77","186 cm","90 kg","27","High / High","3","2","75","75","15","20","25","73","71","78","21","62","71","50","71","29","73","78","79","93","48","58","76","80","81","74","69","58","48","68","67","5","7","7","7","8","178091"
"77","180 cm","78 kg","28","Medium / Medium","3","3","78","76","15","20","29","43","70","75","48","70","68","79","75","72","85","90","62","64","70","80","62","69","79","75","74","64","55","69","69","14","16","15","10","11","177922"
"77","196 cm","97 kg","29","Medium / Medium","2","2","54","30","77","73","80","83","73","37","74","46","57","44","56","49","53","52","65","88","33","34","50","85","47","34","32","32","38","35","22","15","11","12","8","8","177578"
"77","167 cm","62 kg","29","High / High","3","4","78","80","33","48","45","69","67","74","35","66","67","64","74","65","92","88","84","56","95","86","70","32","75","75","74","58","42","70","52","8","12","14","11","16","173436"
"77","185 cm","80 kg","27","High / Medium","4","3","75","79","16","21","28","41","77","80","44","69","74","70","76","66","79","84","85","71","65","79","81","76","75","79","74","69","29","71","74","14","12","16","12","9","169792"
"77","178 cm","76 kg","29","Low / High","3","2","73","64","72","80","82","93","70","47","77","67","67","61","74","76","67","68","79","78","71","64","63","66","74","49","59","57","58","64","58","14","11","15","9","15","169607"
"77","180 cm","80 kg","29","Medium / Medium","4","2","76","72","76","76","76","72","74","67","70","76","80","77","82","81","52","64","76","74","61","55","72","65","82","57","80","61","71","63","66","15","15","12","7","6","169590"
"77","178 cm","70 kg","30","High / High","2","3","77","73","36","24","27","79","77","77","42","63","74","70","62","49","84","84","84","79","75","74","93","75","76","75","67","54","37","78","70","11","11","10","13","10","169216"
"77","188 cm","89 kg","32","Medium / Medium","3","2","65","43","77","77","79","68","75","42","79","56","71","25","59","55","68","68","73","84","56","62","80","78","49","35","34","26","25","33","33","15","7","10","9","10","163761"
"77","191 cm","87 kg","31","High / Medium","3","2","61","52","74","76","79","84","68","51","74","51","69","56","70","54","52","72","69","83","47","53","78","81","82","21","55","44","33","54","34","9","9","7","14","6","163418"
"77","180 cm","80 kg","33","Medium / High","4","3","73","66","74","71","76","82","78","61","80","66","74","71","77","70","32","53","79","75","66","69","68","64","70","65","67","70","75","65","59","16","10","16","13","11","163303"
"77","185 cm","78 kg","31","Medium / High","4","2","74","69","69","78","78","90","77","63","75","73","76","69","75","72","66","67","80","77","68","71","70","68","76","56","69","70","69","72","69","15","12","7","11","11","161805"
"77","176 cm","76 kg","30","Medium / Low","4","4","87","86","22","30","34","66","75","78","38","63","72","66","72","60","82","78","69","62","74","86","69","56","80","78","82","81","79","70","78","6","7","16","16","12","153177"
"77","173 cm","72 kg","32","High / High","3","3","77","76","66","67","71","74","80","68","67","75","84","75","80","77","67","67","86","67","76","79","82","53","63","58","63","73","69","62","64","9","9","13","7","11","151508"
"77","167 cm","65 kg","34","Low / Medium","3","3","81","76","70","69","75","77","78","55","73","82","86","65","85","79","52","54","70","58","91","77","70","41","51","55","48","61","58","59","47","7","10","7","16","15","140415"
"77","186 cm","80 kg","30","Medium / Medium","2","3","75","69","74","76","77","78","75","74","76","73","70","84","76","73","66","68","80","75","60","66","76","76","83","57","79","86","80","68","70","16","14","15","12","13","139313"
"77","182 cm","70 kg","32","High / Low","4","3","76","78","77","80","77","75","74","68","69","68","72","75","75","70","77","77","79","72","68","73","77","68","79","58","70","69","54","60","56","6","13","7","7","7","137782"
"77","185 cm","93 kg","33","Medium / Medium","3","2","62","56","77","76","78","79","76","39","78","49","62","17","56","44","46","54","73","91","52","31","76","75","52","19","35","14","18","17","23","7","14","6","10","8","136113"
"77","188 cm","76 kg","33","Medium / High","3","2","58","17","80","78","80","80","72","35","75","43","72","19","56","73","34","31","66","80","54","50","80","81","62","22","21","23","11","44","23","13","8","6","6","15","120312"
"76","187 cm","77 kg","20","High / Medium","3","3","76","74","15","12","22","56","70","79","17","65","73","48","67","58","89","85","65","74","70","79","58","60","76","79","66","67","53","74","69","11","8","7","7","15","225719"
"76","174 cm","74 kg","27","High / Medium","3","3","72","75","37","42","40","50","72","73","42","62","75","70","68","63","86","85","85","68","74","76","90","74","84","75","74","71","65","70","61","9","9","16","12","8","220295"
"76","175 cm","66 kg","23","Medium / Medium","3","4","82","84","30","36","39","41","73","73","49","73","78","67","71","57","91","92","60","56","82","88","66","58","65","65","60","79","62","70","68","6","8","15","9","7","212125"
"76","180 cm","72 kg","22","High / Medium","3","2","73","71","73","75","78","67","69","69","69","39","64","79","73","66","82","78","89","66","64","74","68","63","69","32","44","75","51","46","37","12","14","14","7","13","210972"
"76","185 cm","76 kg","26","Medium / Medium","3","2","74","65","71","75","78","76","78","66","81","72","72","63","78","76","66","66","87","76","69","62","79","71","75","59","67","57","43","60","62","12","14","7","15","12","208461"
"76","182 cm","75 kg","22","Medium / Low","4","4","81","84","20","22","22","31","69","68","21","76","64","72","75","73","84","77","59","54","65","84","61","23","58","66","67","70","65","60","67","12","15","11","10","7","208330"
"76","183 cm","75 kg","24","Medium / Medium","3","2","78","75","69","71","74","75","68","73","72","75","68","68","79","74","65","76","83","80","64","60","71","66","75","70","74","41","42","45","67","15","15","12","12","14","208135"
"76","173 cm","66 kg","22","Medium / Medium","3","3","78","71","55","62","65","67","73","61","65","82","79","88","81","80","69","68","76","64","79","74","68","57","74","53","70","86","79","64","51","15","12","10","12","15","205569"
"76","171 cm","65 kg","24","High / Low","3","2","81","77","62","76","71","83","68","73","68","58","57","79","74","64","89","89","85","63","87","86","85","61","80","65","74","59","40","54","35","10","10","9","14","11","205566"
"76","185 cm","77 kg","23","Medium / Medium","3","1","21","14","14","12","20","23","68","18","24","66","27","17","28","33","48","41","44","50","67","33","59","15","31","19","13","18","16","41","20","73","74","85","76","78","204935"
"76","180 cm","83 kg","23","Medium / Medium","4","3","77","76","20","23","18","47","71","79","33","54","72","51","62","55","85","80","64","62","71","74","62","67","81","80","68","63","61","73","68","10","7","14","11","15","204289"
"76","173 cm","66 kg","20","High / Medium","5","5","80","83","21","22","20","32","72","66","21","67","42","71","73","70","89","87","62","46","83","92","44","39","69","66","62","64","52","54","52","8","6","7","6","9","204233"
"76","175 cm","69 kg","25","High / Medium","4","3","75","75","62","71","68","51","73","70","58","74","73","80","71","75","84","79","80","69","75","77","75","53","75","66","74","81","78","65","62","7","12","13","8","7","201884"
"76","177 cm","78 kg","24","Medium / High","3","2","78","71","74","81","77","84","72","46","77","65","76","45","75","69","68","75","69","74","75","78","82","67","55","51","48","52","57","48","41","7","14","13","7","12","200765"
"76","182 cm","81 kg","25","High / Medium","3","4","78","80","23","25","22","75","76","72","35","70","70","70","74","60","77","77","74","74","72","81","72","76","76","73","74","77","71","74","74","16","6","7","8","8","197756"
"76","180 cm","66 kg","25","High / Medium","3","3","75","73","20","25","39","73","70","77","40","71","78","52","70","60","93","90","77","81","79","81","66","62","69","79","64","62","45","75","65","10","10","8","15","6","196978"
"76","195 cm","90 kg","26","Medium / Medium","2","1","25","15","15","14","11","23","67","16","22","38","37","12","15","26","49","52","30","72","41","47","64","12","36","11","11","11","20","15","13","75","78","75","75","77","195668"
"76","180 cm","78 kg","25","High / Medium","3","3","69","70","20","17","13","61","74","79","24","67","69","59","66","51","91","91","79","79","76","72","70","65","80","77","65","48","39","74","68","9","11","11","16","14","194138"
"76","178 cm","68 kg","26","High / Medium","2","2","72","74","73","79","74","79","73","73","67","64","65","77","72","70","83","79","75","73","74","78","89","74","65","43","54","75","69","49","43","16","8","14","8","10","193475"
"76","179 cm","72 kg","25","Medium / Medium","3","2","73","63","74","77","78","78","70","61","78","61","74","67","72","56","54","68","74","68","66","62","83","70","46","42","37","66","40","50","32","15","14","16","12","10","192766"
"76","175 cm","75 kg","26","Medium / Low","3","4","76","76","19","22","28","28","74","73","20","72","71","76","71","42","93","93","74","65","77","82","34","40","65","70","54","69","59","58","62","8","10","14","8","6","192362"
"76","187 cm","80 kg","24","High / High","3","3","78","72","64","62","67","78","77","74","64","76","78","65","78","65","62","68","88","78","60","68","84","72","85","76","77","47","56","63","68","10","16","13","15","14","190549"
"76","187 cm","84 kg","26","Medium / High","3","2","64","59","74","81","76","77","71","63","74","36","64","47","60","57","77","78","82","83","64","63","81","76","57","53","44","34","27","53","52","14","14","6","11","16","190324"
"76","193 cm","79 kg","27","Medium / Medium","2","1","17","17","13","12","13","35","69","16","22","50","63","11","33","35","58","56","35","63","43","35","68","16","20","17","14","15","18","41","12","74","78","61","73","81","189324"
"76","188 cm","82 kg","31","Medium / Medium","3","2","58","47","77","77","80","76","66","24","75","31","66","43","60","64","54","55","61","79","54","49","83","74","30","37","31","47","52","51","22","10","12","11","13","11","189067"
"76","180 cm","74 kg","26","High / Medium","3","3","75","77","13","24","26","70","77","78","30","69","74","70","75","62","79","77","75","66","64","78","71","75","76","76","66","65","61","81","75","12","11","8","6","6","186200"
"76","186 cm","83 kg","28","Medium / Medium","2","2","62","46","71","69","78","81","71","54","75","45","64","60","60","50","55","66","71","90","48","51","63","78","55","34","29","39","28","31","29","10","6","15","12","13","184082"
"77","174 cm","67 kg","27","High / High","3","3","76","77","41","45","47","73","70","72","56","74","66","83","72","68","80","78","85","61","77","79","60","42","71","69","67","82","71","60","72","15","15","8","9","14","183130"
"76","182 cm","86 kg","28","Medium / Medium","2","2","73","64","77","81","80","85","71","61","76","62","67","64","75","64","67","69","78","76","57","65","68","73","51","32","36","67","56","65","34","12","16","8","15","10","178567"
"76","192 cm","74 kg","28","Medium / Medium","2","2","58","50","77","80","79","73","73","45","74","50","69","45","61","60","55","56","75","76","53","51","74","78","40","29","29","33","31","43","28","9","11","6","8","14","173546"
"76","188 cm","86 kg","34","Medium / Medium","3","1","32","11","13","20","20","28","70","11","24","42","53","13","22","32","46","44","20","72","58","60","75","12","38","20","18","11","14","37","11","78","75","71","74","76","163873"
"76","185 cm","82 kg","31","Medium / Low","3","3","76","72","58","57","61","88","68","77","60","81","74","82","81","81","55","46","65","77","68","63","66","69","85","74","81","79","76","83","75","6","8","9","7","6","155976"
"76","180 cm","82 kg","34","Medium / Medium","3","3","75","73","78","77","80","68","75","65","82","71","80","80","70","71","64","55","75","76","55","68","75","76","66","56","59","63","57","59","43","6","13","8","16","6","153938"
"76","173 cm","71 kg","30","Medium / Medium","2","3","75","76","58","50","54","72","72","76","48","76","71","77","76","74","72","74","74","66","83","74","73","41","77","69","74","76","78","73","70","16","13","14","13","12","152514"
"76","193 cm","87 kg","37","Medium / Medium","3","1","18","14","13","20","20","38","72","17","25","40","65","12","25","34","37","39","31","69","40","40","73","11","21","11","15","13","19","21","13","74","75","62","72","82","105846"
"76","170 cm","77 kg","32","Medium / Medium","2","4","77","83","30","46","37","36","73","72","39","74","69","74","73","72","71","74","69","73","87","82","71","34","68","69","55","61","28","63","71","10","15","8","11","15","54051"
"76","170 cm","66 kg","35","High / Medium","4","4","78","79","60","32","34","71","76","72","62","81","85","77","79","75","74","64","66","57","84","81","60","56","75","67","71","75","76","63","73","11","9","12","16","11","50327"
"76","197 cm","92 kg","34","Medium / Medium","4","1","31","12","18","14","15","41","73","13","26","41","63","18","39","37","35","45","30","77","27","35","55","14","13","11","11","13","13","23","11","74","78","81","73","76","2147"
"75","178 cm","63 kg","23","High / High","2","2","74","69","71","69","73","69","71","64","71","69","67","78","68","59","79","85","81","68","72","83","55","67","67","59","61","68","30","55","32","7","11","10","8","14","216267"
"75","185 cm","84 kg","21","Medium / Medium","4","3","77","75","65","64","72","78","75","62","74","74","69","66","76","74","68","68","78","75","75","73","64","60","76","52","73","69","70","51","60","11","9","12","7","11","213648"
"75","180 cm","75 kg","22","Medium / Medium","3","2","69","63","73","74","77","64","73","44","76","53","68","64","75","72","77","79","75","76","63","66","77","69","63","41","56","63","59","48","52","16","10","7","7","10","208920"
"75","182 cm","82 kg","26","Medium / Medium","3","2","73","73","20","24","23","56","70","74","35","63","68","56","64","35","88","76","78","77","68","72","70","74","76","75","71","63","39","67","74","10","16","12","6","8","208339"
"75","190 cm","81 kg","24","Medium / Medium","3","2","54","45","75","70","79","64","62","40","70","37","59","36","57","62","40","66","59","89","40","37","83","82","73","42","31","33","31","40","26","10","7","15","11","15","207725"
"75","186 cm","80 kg","25","Medium / Medium","2","3","72","63","75","68","71","85","71","64","69","67","70","60","75","76","62","65","89","76","60","60","65","70","75","54","72","62","75","60","42","6","13","16","9","12","206304"
"75","182 cm","66 kg","22","Low / High","3","2","73","68","75","77","79","83","66","54","72","54","68","70","73","65","58","70","75","74","67","66","71","68","52","47","56","59","49","54","49","7","11","12","14","12","205989"
"75","180 cm","71 kg","22","High / Low","4","3","80","78","30","20","36","60","74","74","39","73","71","65","74","70","77","78","70","65","68","77","56","55","76","72","70","69","66","65","74","14","13","6","14","15","203965"
"75","180 cm","78 kg","27","High / Medium","3","2","72","69","70","74","74","74","76","60","74","60","74","75","71","61","77","76","83","70","65","69","77","69","72","49","68","62","40","49","75","13","11","6","6","7","199633"
"75","183 cm","83 kg","25","Medium / High","3","2","71","55","73","68","77","83","66","50","76","70","72","37","78","71","66","55","75","84","59","60","67","65","60","25","43","49","53","54","22","11","12","10","14","16","199576"
"75","173 cm","75 kg","23","High / Medium","3","4","77","79","18","30","26","38","63","71","22","72","62","71","69","63","89","85","73","45","84","90","48","33","71","67","71","69","65","60","55","6","12","16","14","10","198719"
"75","185 cm","82 kg","25","Medium / High","3","2","68","54","74","73","79","74","69","12","72","35","74","40","68","60","67","53","68","81","70","56","71","71","47","24","16","22","22","20","31","14","14","7","12","12","193011"
"75","189 cm","78 kg","28","Medium / Medium","4","2","63","57","76","76","79","66","73","42","69","50","65","23","63","52","67","66","75","78","62","74","85","74","50","34","41","38","33","54","56","6","12","8","16","13","191648"
"75","182 cm","78 kg","29","Medium / Medium","3","3","71","75","68","67","69","59","73","69","69","67","72","78","77","68","77","78","83","70","61","72","81","70","75","66","67","75","71","59","60","10","14","9","7","7","191005"
"75","179 cm","73 kg","25","High / Medium","3","3","74","74","72","73","72","70","71","75","69","69","66","75","72","68","85","82","80","66","79","83","60","60","73","42","66","72","60","42","55","6","8","12","11","6","190824"
"75","175 cm","68 kg","25","High / Medium","3","3","74","71","69","69","73","79","73","74","68","75","71","70","82","75","68","68","80","60","77","74","48","55","72","64","71","70","66","69","64","16","7","10","10","14","190683"
"75","172 cm","65 kg","26","High / High","4","3","72","72","70","74","74","76","72","63","73","66","73","71","71","70","85","79","81","59","84","83","72","56","72","45","58","57","60","60","59","15","12","11","10","6","189680"
"75","185 cm","73 kg","26","Medium / Low","3","3","74","74","19","21","29","59","74","74","24","57","74","46","65","47","87","85","71","80","68","84","74","73","73","73","68","78","60","81","74","6","14","8","6","9","188484"
"75","180 cm","73 kg","28","High / Medium","3","3","68","64","71","79","78","68","70","54","73","59","69","71","73","66","76","75","74","68","71","71","73","70","68","45","52","43","28","47","52","9","12","9","10","11","186598"
"75","188 cm","83 kg","27","Medium / Medium","3","2","67","64","77","77","78","74","73","64","77","68","73","73","70","69","68","69","77","78","63","66","66","75","68","46","63","43","34","40","33","10","8","7","7","11","186392"
"75","175 cm","67 kg","26","High / Low","2","3","71","74","67","75","76","73","76","74","67","64","65","62","73","74","89","88","85","65","78","77","86","64","70","61","64","38","61","46","53","8","9","7","15","6","186190"
"75","178 cm","81 kg","28","High / Medium","2","3","70","72","74","73","76","74","73","69","69","66","71","69","69","66","79","86","88","72","65","74","71","64","75","55","64","64","53","49","65","9","11","7","9","12","184472"
"75","178 cm","70 kg","27","High / High","5","3","73","72","56","58","70","84","71","68","71","75","71","62","80","75","69","69","77","74","76","76","70","49","76","70","75","64","70","68","63","10","7","11","7","8","184469"
"75","173 cm","69 kg","28","High / High","3","3","75","75","71","70","72","77","68","70","73","67","73","78","77","75","77","78","80","69","77","78","70","71","83","68","74","75","73","63","69","15","13","7","9","7","183916"
"75","188 cm","71 kg","26","Medium / Medium","4","3","75","72","72","66","73","73","74","70","75","74","71","68","75","72","64","64","79","75","62","73","78","78","77","69","75","66","47","57","66","11","9","15","10","12","183465"
"75","195 cm","81 kg","29","Medium / Medium","3","2","66","58","76","76","80","63","60","24","79","59","68","45","65","65","52","54","66","82","32","48","74","75","59","22","31","30","34","34","24","12","12","11","15","15","182168"
"75","188 cm","80 kg","29","Medium / Medium","3","1","24","15","19","20","11","29","76","12","16","57","68","11","39","33","59","60","31","67","44","42","75","14","32","16","12","12","15","43","15","71","75","71","72","76","179547"
"75","178 cm","73 kg","30","Medium / Medium","4","3","74","72","62","62","68","68","69","65","65","76","73","68","82","76","64","62","80","69","73","63","71","59","67","63","65","61","68","67","55","16","16","7","14","8","172768"
"75","198 cm","90 kg","30","Medium / Medium","3","1","12","8","15","13","18","21","61","14","22","58","48","11","12","13","40","41","29","68","51","50","41","14","34","12","10","12","11","17","10","76","74","82","76","74","170084"
"75","177 cm","78 kg","30","Low / Medium","3","2","67","64","75","76","77","79","75","58","77","63","60","68","64","58","76","72","79","72","81","64","79","70","37","27","54","44","32","54","50","9","10","13","15","11","169600"
"75","178 cm","70 kg","31","Medium / Medium","3","2","77","74","64","60","61","82","76","70","59","78","75","90","76","74","51","55","79","67","75","65","70","66","81","72","79","86","84","78","74","14","7","14","11","8","164459"
"75","178 cm","67 kg","33","Medium / High","3","2","72","61","73","72","76","83","74","69","77","68","77","63","74","71","63","57","71","75","72","62","70","70","78","58","65","65","56","61","73","6","7","6","12","7","156722"
"75","190 cm","83 kg","32","Medium / Medium","3","1","21","14","13","13","14","41","73","13","24","42","67","11","21","30","48","50","34","63","41","33","63","14","22","19","12","19","14","11","15","74","76","67","72","75","140498"
"75","183 cm","79 kg","33","High / High","3","3","73","72","61","44","56","81","74","75","61","69","74","75","72","61","67","68","91","84","68","76","76","74","73","75","69","64","56","72","67","10","8","7","14","6","138436"
"75","180 cm","70 kg","34","Medium / High","3","3","74","72","62","74","74","92","71","72","72","74","76","78","74","74","55","55","87","74","72","68","71","63","72","64","73","70","75","73","61","9","12","11","10","8","138193"
"75","182 cm","81 kg","33","Medium / Medium","4","3","75","75","22","26","43","47","71","73","28","66","72","61","67","49","75","78","73","84","61","75","78","72","80","73","70","57","56","67","71","12","10","7","6","7","122849"
"75","188 cm","80 kg","30","Low / Medium","5","3","82","66","70","66","68","77","73","63","74","84","78","76","81","79","34","50","41","87","44","34","57","72","91","60","75","68","74","72","79","9","10","11","7","11","54033"
"75","180 cm","64 kg","32","Medium / Medium","3","3","77","76","42","37","26","36","71","70","46","74","68","78","72","73","74","72","75","62","74","71","42","62","74","66","73","80","74","68","70","16","10","16","12","9","54013"
"75","201 cm","84 kg","36","Medium / Medium","3","3","77","62","31","20","26","70","78","80","23","74","78","59","76","63","47","49","70","74","29","56","34","83","75","75","70","57","50","74","80","10","13","7","14","14","51257"
"75","185 cm","84 kg","40","Medium / Medium","3","1","24","13","14","12","11","43","74","13","27","31","67","12","38","33","39","44","29","57","54","45","73","13","42","14","12","20","13","44","20","79","71","72","73","74","2651"
"75","187 cm","80 kg","20","High / High","3","2","72","63","72","75","77","74","73","41","76","65","71","50","73","69","76","78","88","75","65","68","78","73","78","44","68","57","29","35","66","7","13","7","14","13","226790"
"74","182 cm","90 kg","21","Medium / Medium","3","3","79","77","22","24","33","45","68","72","20","61","46","73","68","55","85","89","65","83","57","78","82","64","80","69","58","56","54","68","55","8","8","14","15","10","222634"
"74","184 cm","70 kg","21","Medium / Medium","3","2","69","63","71","76","79","63","61","36","73","46","70","60","71","53","79","78","69","79","59","62","76","72","51","42","36","35","29","37","35","15","7","15","10","15","220182"
"74","179 cm","75 kg","22","Medium / Medium","3","2","75","70","74","72","77","90","70","68","75","69","68","47","77","76","71","69","76","75","75","69","60","67","74","54","62","50","42","51","53","7","10","16","13","15","218359"
"74","180 cm","75 kg","20","Medium / Medium","3","3","83","83","29","23","26","46","74","69","24","75","72","52","80","57","78","77","70","73","76","77","50","42","67","63","54","50","40","56","48","14","14","12","7","11","213655"
"74","183 cm","78 kg","22","Medium / High","3","2","70","69","65","71","73","82","76","42","72","59","71","49","74","71","76","78","90","84","68","66","84","71","83","46","71","44","32","51","68","8","13","13","13","15","212883"
"74","191 cm","87 kg","26","Low / Medium","3","2","51","36","75","73","75","77","69","29","71","36","62","36","46","51","55","65","66","91","52","50","68","73","44","31","29","30","29","34","25","6","13","5","9","6","205243"
"74","183 cm","77 kg","24","High / Medium","3","3","73","71","21","17","22","60","68","78","25","65","70","49","67","52","85","82","71","76","69","70","77","66","68","77","67","68","57","72","70","10","7","9","6","7","202052"
"74","185 cm","79 kg","25","Medium / Medium","3","3","73","68","65","65","70","63","70","63","73","72","71","57","77","76","67","69","81","71","63","70","71","62","68","66","69","59","58","51","65","9","12","9","6","14","200478"
"74","189 cm","90 kg","23","High / Medium","3","2","73","68","19","20","28","69","72","68","18","60","65","63","63","57","69","73","74","84","53","57","70","74","79","76","69","53","69","75","62","10","8","6","16","12","191089"
"74","180 cm","74 kg","27","Medium / Medium","3","2","65","63","75","75","72","68","68","30","73","50","69","67","61","65","69","69","79","78","73","66","91","72","60","27","39","38","31","36","29","10","15","12","7","14","189682"
"74","193 cm","86 kg","28","Medium / Medium","3","2","70","65","16","23","39","66","64","74","36","42","46","37","61","50","68","76","74","90","50","57","81","84","76","75","68","50","60","66","67","8","6","14","13","7","187942"
"74","184 cm","72 kg","30","Medium / Low","3","3","73","72","39","42","49","77","79","78","36","69","77","70","69","59","71","72","87","77","63","67","83","79","79","76","69","66","57","82","73","16","16","9","14","8","186537"
