"ID","pac","sho","pas","dri","def","phy"
"223142","71","45","45","59","75","79"
"208295","67","54","66","69","75","74"
"184999","74","70","76","76","73","71"
"230312","77","74","70","75","60","77"
"234153","76","72","77","73","65","59"
"202410","81","72","74","77","61","71"
"214955","79","62","67","72","74","80"
"216749","87","73","69","80","40","51"
"226221","71","33","56","59","78","72"
"230317","71","77","76","77","32","72"
"220334","78","73","74","79","30","62"
"230318","76","77","77","74","52","76"
"194222","63","40","53","46","76","82"
"207791","86","66","63","74","37","81"
"189615","76","59","72","76","73","68"
"185010","53","45","61","57","75","82"
"187570","78","72","72","77","37","74"
"219571","63","69","73","75","66","75"
"221363","65","72","74","74","61","76"
"211124","82","73","72","76","46","58"
"197813","70","71","76","73","67","75"
"198581","70","39","55","51","77","78"
"171189","37","41","57","52","77","78"
"220854","77","71","74","74","67","66"
"213432","72","76","58","72","26","68"
"178616","62","70","75","76","65","67"
"182713","43","27","52","44","78","74"
"158138","68","73","75","77","39","64"
"211899","75","77","60","69","36","80"
"205756","55","57","64","64","75","75"
"215998","71","68","76","76","54","73"
"193470","74","47","73","73","76","69"
"124607","55","73","81","73","62","64"
"193983","76","77","67","73","26","76"
"231361","66","33","46","57","77","79"
"137410","42","39","49","54","79","70"
"159938","57","48","58","49","76","78"
"187075","72","79","69","74","32","65"
"210372","76","72","75","79","29","61"
"192708","71","77","76","73","51","72"
"193476","80","71","74","80","45","55"
"202695","64","43","61","64","75","79"
"190919","72","76","69","78","41","62"
"204233","87","65","70","83","23","49"
"146377","77","67","70","80","50","71"
"209610","75","54","68","68","73","72"
"135883","65","43","69","67","76","76"
"230347","79","53","70","74","75","73"
"162508","54","51","56","51","79","73"
"198861","71","55","71","74","73","76"
"203213","56","40","48","54","76","79"
"210126","73","69","78","77","33","57"
"226766","89","64","66","84","28","49"
"223695","66","68","67","70","77","77"
"159952","58","50","61","49","75","79"
"199633","75","60","69","73","74","77"
"3281","53","72","73","71","69","72"
"210897","74","54","53","66","75","80"
"231633","63","31","50","48","77","81"
"159954","68","57","72","76","72","77"
"201939","75","37","65","72","76","75"
"189908","80","75","54","81","51","75"
"192725","76","38","67","65","75","78"
"223959","80","55","74","78","66","74"
"197081","79","70","74","80","60","67"
"229593","84","67","74","84","28","68"
"5594","75","76","77","77","37","76"
"212442","78","74","66","79","45","72"
"224218","89","72","66","78","33","63"
"216796","78","72","73","80","33","56"
"7647","32","33","44","50","80","65"
"206304","62","62","70","66","74","81"
"199393","59","50","60","58","75","83"
"159970","80","50","71","75","73","74"
"228579","79","53","71","76","74","68"
"199652","73","69","76","76","53","66"
"163301","76","73","83","73","60","75"
"158438","67","56","68","68","74","81"
"194022","65","52","72","74","76","77"
"208615","69","45","46","56","75","80"
"175847","77","61","64","76","74","71"
"212456","91","72","70","80","45","71"
"196073","68","76","68","73","30","74"
"206058","79","45","68","74","74","72"
"219626","92","54","63","74","70","63"
"148203","77","76","66","78","42","76"
"230379","61","39","52","54","76","83"
"235243","65","55","63","67","75","79"
"202476","72","64","77","79","58","57"
"208620","68","62","69","76","71","76"
"214766","49","48","48","46","76","77"
"177390","64","74","75","76","66","72"
"188654","65","43","49","56","78","73"
"199151","92","70","67","81","25","54"
"216816","78","75","58","75","28","66"
"179696","65","64","73","73","76","79"
"198129","69","57","66","73","74","77"
"179954","80","75","54","84","51","65"
"225523","83","64","73","76","69","74"
"212212","66","58","63","72","74","78"
"167669","66","73","75","75","46","63"
"198648","62","72","79","77","70","68"
"199416","76","75","76","80","50","66"
"187896","72","78","73","76","21","60"
"189945","85","72","74","72","37","67"
"204538","82","77","64","76","29","58"
"211706","68","56","73","73","73","74"
"193786","79","77","62","77","48","70"
"222715","68","51","63","71","78","75"
"172283","61","51","71","66","77","67"
"156412","75","78","68","74","39","78"
"187132","63","49","58","67","75","78"
"197117","83","64","73","81","25","55"
"202493","91","67","72","81","69","70"
"217085","84","40","60","75","71","71"
"205566","88","65","68","78","68","74"
"220414","76","56","69","67","74","78"
"176894","72","72","75","78","41","62"
"192766","58","43","65","66","76","72"
"198143","74","71","75","78","24","58"
"768","43","35","51","52","79","66"
"216320","74","66","69","77","65","77"
"212225","49","41","54","58","75","77"
"197890","54","36","56","56","75","75"
"215042","84","73","66","78","25","70"
"179972","41","76","66","67","28","71"
"209669","39","44","55","62","76","83"
"217605","64","66","69","70","68","75"
"189701","36","59","64","57","75","77"
"172294","34","40","53","47","77","77"
"219911","60","29","48","35","76","73"
"146952","73","75","77","77","50","72"
"230408","75","62","75","76","52","57"
"172553","74","77","67","77","32","71"
"204555","65","71","76","77","53","71"
"212491","86","66","70","78","70","73"
"163083","36","38","57","56","77","76"
"174859","59","66","76","70","69","70"
"189196","83","70","69","74","32","78"
"208141","62","70","72","78","62","75"
"164878","67","74","73","78","25","50"
"216335","66","55","66","68","73","72"
"143632","74","73","76","74","42","77"
"160016","77","76","61","73","36","72"
"195088","72","71","73","76","52","66"
"54033","43","71","79","66","70","71"
"51730","69","78","64","75","29","62"
"184082","59","38","53","53","74","82"
"186130","70","34","58","63","75","74"
"193554","73","72","58","72","31","72"
"212755","71","56","68","73","72","74"
"200212","75","73","69","78","41","71"
"212245","69","69","75","74","70","75"
"223765","72","51","65","70","75","77"
"230165","76","70","77","75","44","75"
"203030","57","41","51","50","77","71"
"188182","70","46","62","60","74","78"
"189207","80","71","74","78","32","62"
"208920","76","49","67","66","75","74"
"191256","71","57","53","56","74","82"
"195096","57","71","71","72","71","79"
"215322","81","60","68","73","71","73"
"205083","67","72","77","76","48","65"
"160027","85","63","75","77","68","72"
"186395","75","75","72","76","51","68"
"168732","69","74","78","73","31","53"
"235805","81","68","67","80","32","59"
"187421","70","60","71","70","70","77"
"200478","72","68","74","75","70","78"
"205855","74","73","58","71","26","77"
"193311","66","57","69","69","74","72"
"186912","71","60","72","70","73","76"
"219681","79","68","68","73","72","69"
"163873","75","74","71","75","45","78"
"231969","69","75","78","73","58","70"
"198946","75","57","65","71","75","73"
"160034","82","53","67","72","73","70"
"235042","66","69","76","72","57","70"
"107298","75","74","70","76","49","72"
"196899","85","70","67","78","30","53"
"221219","70","36","46","44","78","73"
"54051","72","66","70","81","36","61"
"210212","87","68","69","78","46","66"
"198949","84","63","69","77","71","76"
"202789","75","74","71","77","37","69"
"186405","72","75","64","74","33","74"
"190502","67","69","75","71","72","73"
"193062","78","65","67","73","71","80"
"202024","69","65","74","73","60","67"
"173608","62","75","64","73","26","67"
"179752","30","79","67","67","26","70"
"223017","82","65","71","76","66","66"
"202282","84","71","71","75","62","73"
"155946","61","74","77","75","43","74"
"228650","77","58","72","80","39","53"
"202539","82","75","68","72","22","71"
"174379","72","70","71","80","37","57"
"202541","71","70","74","77","24","60"
"212269","75","63","72","77","62","75"
"230189","79","56","70","69","73","66"
"229167","90","69","69","78","29","62"
"176687","71","46","70","74","75","71"
"217648","85","60","67","81","39","47"
"160048","82","54","71","73","72","65"
"198193","83","71","68","78","36","65"
"204338","63","41","56","62","77","75"
"140082","77","70","60","79","36","76"
"234035","82","47","63","66","73","67"
"182579","62","68","67","68","77","79"
"159028","48","47","56","55","76","72"
"160052","77","63","69","68","76","71"
"171828","77","78","71","78","31","68"
"230197","74","48","69","75","74","69"
"200758","71","31","62","65","74","79"
"137782","71","63","72","76","73","72"
"165174","56","71","70","66","74","79"
"171830","41","39","34","45","78","75"
"177974","39","62","68","65","74","78"
"183606","69","31","47","45","74","84"
"207928","72","71","69","78","37","62"
"230457","69","62","66","64","72","78"
"198202","47","39","52","40","76","77"
"160058","64","40","54","51","74","78"
"173370","63","69","74","77","62","69"
"178746","59","36","64","63","78","74"
"199739","68","75","75","78","51","67"
"209723","83","71","66","75","52","67"
"14907","74","76","67","72","50","79"
"216380","82","59","74","78","68","65"
"212541","84","63","69","72","72","70"
"225341","62","36","60","64","73","76"
"234045","89","73","65","81","27","54"
"224574","86","68","72","78","63","64"
"190782","72","69","68","67","74","80"
"206655","79","75","70","80","32","64"
"215871","86","72","67","77","40","72"
"230463","80","68","75","75","34","63"
"180287","67","76","65","69","29","76"
"184895","81","77","73","75","20","60"
"192575","82","67","70","77","72","75"
"209984","69","44","59","66","74","81"
"201025","71","59","60","64","77","77"
"230465","67","69","73","77","37","51"
"226370","76","63","71","80","65","61"
"216643","68","58","72","74","74","65"
"204612","68","60","75","73","70","72"
"188484","83","72","58","74","29","71"
"200773","67","50","60","66","76","83"
"230469","70","73","73","75","28","63"
"202054","54","38","48","51","79","69"
"211014","85","49","66","77","71","69"
"154950","75","69","75","77","71","71"
"192838","78","61","67","71","71","81"
"206407","75","59","71","76","73","66"
"207431","58","36","56","53","76","73"
"190024","49","76","51","65","29","78"
"205897","67","61","70","74","73","73"
"210761","83","69","74","76","68","71"
"226377","84","69","68","83","27","57"
"224075","80","68","73","75","66","70"
"162123","31","47","54","48","74","83"
"230475","81","71","70","75","37","55"
"192587","69","69","72","74","72","81"
"152908","77","69","77","79","65","61"
"25420","42","77","72","75","32","69"
"225356","90","65","68","79","26","47"
"208461","69","66","69","68","76","80"
"220493","85","34","62","75","68","71"
"206414","69","44","51","48","75","79"
"214606","68","61","71","74","68","69"
"186190","86","63","67","74","70","72"
"218191","56","33","41","53","77","78"
"206160","86","67","73","76","29","49"
"219728","86","71","69","74","41","77"
"230224","47","46","56","53","73","79"
"49488","40","63","78","71","71","70"
"160593","71","71","77","75","69","64"
"52306","59","74","79","75","65","67"
"210259","59","77","52","68","30","80"
"230227","60","50","61","59","73","78"
"139860","73","53","65","63","74","77"
"220245","73","66","73","75","72","78"
"230229","59","50","58","51","75","74"
"199254","76","73","70","74","40","69"
"185174","76","62","75","77","60","69"
"192087","81","52","69","71","73","71"
"194135","78","71","76","73","23","69"
"221016","61","51","65","69","74","78"
"205401","68","73","72","78","36","60"
"201818","93","75","62","78","28","57"
"223066","80","75","67","72","37","82"
"163418","52","44","56","55","74","79"
"175962","64","40","53","52","78","69"
"179546","74","64","74","82","26","42"
"206427","79","48","66","70","73","70"
"215644","78","67","70","75","31","60"
"219740","84","73","65","80","30","67"
"220253","81","74","62","80","27","56"
"183389","82","75","71","75","22","75"
"214622","84","36","62","69","73","69"
"179551","76","74","56","71","36","76"
"208224","73","69","75","77","48","62"
"204385","72","76","61","70","28","77"
"205409","76","70","65","78","41","77"
"223329","81","56","69","73","71","70"
"184417","66","70","75","74","65","72"
"230498","73","75","59","74","27","62"
"2147","76","73","79","75","41","72"
"210787","62","40","56","52","74","77"
"212067","77","75","65","77","45","70"
"221283","73","63","77","79","32","44"
"176483","50","39","59","44","76","78"
"205670","83","76","55","72","25","60"
"160103","69","62","66","64","72","78"
"239207","66","78","59","65","25","68"
"198760","73","67","73","76","70","73"
"190824","83","55","71","76","70","71"
"193897","75","71","74","76","46","46"
"194665","58","53","56","52","76","83"
"202858","93","71","63","82","45","65"
"192362","91","65","67","76","24","58"
"216939","78","69","67","83","46","69"
"230251","71","70","68","71","71","82"
"230507","69","75","68","71","42","76"
"190059","79","69","71","77","71","76"
"203884","71","29","54","64","75","70"
"160108","80","68","75","75","34","63"
"230252","72","57","68","75","75","69"
"203629","67","73","71","72","65","80"
"219758","74","61","74","76","62","74"
"160110","67","69","73","77","37","51"
"142959","75","70","77","78","43","71"
"210031","61","74","54","68","32","73"
"221551","79","42","61","68","75","72"
"164464","73","76","58","70","29","68"
"186992","77","64","73","71","71","77"
"190577","78","70","71","77","28","68"
"196978","90","73","63","74","34","76"
"160114","70","73","73","75","28","63"
"235634","81","48","68","78","70","72"
"209523","86","68","67","78","41","65"
"163699","77","72","75","80","67","74"
"213620","82","74","55","72","26","64"
"185204","45","62","66","57","77","79"
"190324","73","50","49","62","74","79"
"211061","73","68","75","78","31","51"
"160120","81","71","70","75","37","55"
"171896","67","55","60","58","76","72"
"215417","74","69","66","79","45","76"
"186745","81","64","74","78","25","61"
"192123","71","76","57","67","37","80"
"173436","83","72","67","80","38","63"
"167549","75","61","73","71","73","66"
"157310","71","71","76","76","53","63"
"210047","57","63","70","67","74","75"
"107647","51","71","77","75","69","69"
"181375","62","76","63","69","28","74"
"150656","60","52","70","69","74","74"
"230528","55","40","58","59","75","76"
"169600","69","38","61","67","77","76"
"193408","71","72","66","70","39","80"
"133249","67","64","76","73","70","75"
"228737","69","77","52","68","26","71"
"230274","76","63","72","76","36","59"
"158851","82","66","71","76","71","81"
"189059","64","66","73","72","71","80"
"230020","70","62","75","75","49","69"
"190084","55","59","74","66","69","80"
"210822","78","61","70","76","69","60"
"198023","78","47","65","67","74","77"
"199559","59","75","49","67","21","72"
"211591","81","73","57","74","21","71"
"162951","65","46","56","55","74","79"
"178567","66","40","65","67","78","78"
"165769","77","72","70","74","46","72"
"184457","63","74","64","71","37","67"
"188042","69","71","72","74","25","53"
"172939","77","71","70","77","47","75"
"189067","50","34","50","52","76","74"
"210828","61","44","59","56","75","74"
"189324","76","73","61","78","57","74"
"160141","73","75","59","74","27","62"
"229773","82","51","59","58","76","77"
"190093","76","51","69","74","71","77"
"213648","64","61","73","75","69","77"
"219792","68","62","71","76","72","67"
"220048","74","73","63","84","50","70"
"46736","43","32","50","55","78","67"
"205201","73","70","72","71","72","81"
"208017","49","78","54","64","37","84"
"189586","78","72","63","76","32","73"
"192658","74","51","72","73","73","70"
"212883","73","60","63","70","72","86"
"152211","73","71","71","75","51","76"
"160148","69","75","68","71","42","76"
"137109","34","67","78","69","69","67"
"113045","68","73","57","71","27","77"
"208022","92","74","62","73","28","64"
"184472","82","62","67","71","73","76"
"214169","61","26","51","53","77","76"
"1178","32","44","52","52","76","67"
"197786","73","49","63","67","76","79"
"217242","83","72","68","78","42","56"
"176794","53","77","74","73","42","74"
"199835","81","73","63","74","26","78"
"186524","68","74","59","69","42","75"
"211101","79","74","69","71","53","75"
"212127","89","64","71","77","31","48"
"159903","76","70","77","75","44","75"
"219808","69","69","73","79","18","50"
"191648","62","41","51","61","76","75"
"211361","70","69","74","74","68","69"
"176545","71","68","75","73","52","59"
"192930","84","73","62","74","36","69"
"201379","78","68","73","74","28","62"
"211107","65","33","51","54","77","73"
"214947","74","49","67","72","73","78"
"160163","55","40","58","59","75","76"
"187043","70","69","74","74","61","75"
"215716","59","75","52","67","24","81"
"189860","77","61","70","79","71","71"
"205989","64","51","66","69","75","76"
"138918","69","67","72","70","71","73"
"216742","70","38","59","57","77","74"
"169638","76","55","72","74","72","70"
"192678","70","74","59","71","32","75"
"202151","78","64","69","73","72","73"
"158375","77","59","73","76","76","71"
"226215","77","72","68","75","43","61"
"170664","71","69","74","78","55","70"
"190120","75","70","77","79","49","75"
"194728","66","73","69","73","31","81"
"176553","67","66","72","72","66","66"
"169386","66","76","61","72","24","68"
"200875","57","74","60","67","32","75"
"232363","66","43","53","50","76","72"
"170923","80","57","68","69","72","72"
"189099","83","72","56","75","27","73"
"179884","75","56","70","74","71","68"
"168621","76","65","74","75","69","74"
"167599","51","69","80","73","64","55"
"125871","73","59","69","72","73","72"
"159920","79","56","70","69","73","66"
"204977","79","48","61","69","75","70"
"215985","78","75","77","77","57","71"
"188337","89","64","71","75","63","78"
"189105","87","63","69","81","47","65"
"223154","72","68","70","72","73","77"
"201139","74","56","68","73","73","72"
"206003","79","73","68","78","42","71"
"230323","77","76","61","73","36","72"
"232883","71","65","74","76","70","65"
"206516","66","59","72","77","65","65"
"211382","75","51","63","67","73","80"
"178614","67","44","54","59","75","82"
"188086","77","71","74","75","70","73"
"159927","74","48","69","75","74","69"
"225719","84","75","60","74","22","68"
"230072","65","74","59","68","25","68"
"158905","42","68","76","74","72","67"
"202428","85","74","59","74","28","73"
"220604","74","73","70","79","58","72"
"203965","77","71","72","76","35","64"
"192445","67","75","50","68","38","79"
"235454","72","47","67","65","75","77"
"176062","63","68","77","71","62","72"
"214207","80","74","70","75","34","76"
"149184","74","69","70","73","70","76"
"204737","93","73","67","79","35","50"
"219841","73","41","58","69","76","73"
"220609","65","66","76","76","63","69"
"230337","85","63","75","77","68","72"
"211907","70","66","74","74","68","81"
"183491","69","39","61","56","73","82"
"138436","63","73","70","72","59","82"
"224196","67","47","60","65","73","76"
"159172","36","65","77","66","68","70"
"171972","62","60","72","71","72","76"
"189127","73","32","53","57","74","77"
"191688","59","55","53","56","74","80"
"165321","68","59","69","70","74","78"
"186569","78","73","52","78","40","69"
"194761","78","69","72","76","59","66"
"235210","79","70","75","77","59","60"
"216267","80","60","67","75","72","71"
"159947","47","46","56","53","73","79"
"182731","88","68","74","78","28","50"
"230348","82","53","67","72","73","70"
"190156","57","56","68","65","70","77"
"159949","60","50","61","59","73","78"
"190670","52","37","48","49","76","75"
"159951","59","50","58","51","75","74"
"210384","89","54","65","77","69","75"
"211408","70","60","70","75","70","73"
"232656","89","56","63","75","72","76"
"182736","77","74","63","74","33","76"
"187601","76","68","72","77","43","76"
"208339","77","74","57","71","30","72"
"190931","65","49","64","54","76","76"
"198868","53","31","53","46","75","79"
"223188","81","62","70","76","71","75"
"204757","85","58","73","75","68","67"
"209621","68","68","75","77","56","69"
"184789","48","74","60","70","38","78"
"231638","82","73","69","81","34","65"
"183766","61","41","50","50","75","75"
"199383","49","38","55","34","77","76"
"199641","80","68","70","77","36","75"
"206553","61","45","48","54","73","85"
"178393","83","71","73","78","33","62"
"186330","77","50","68","75","72","72"
"200155","44","73","75","73","41","64"
"190683","68","68","75","73","69","69"
"162780","69","70","75","73","62","80"
"159965","71","70","68","71","71","82"
"159966","72","57","68","75","75","69"
"196318","87","67","67","78","42","54"
"208607","39","42","56","60","74","82"
"172768","61","64","75","72","64","71"
"229857","65","55","75","75","64","66"
"206306","66","67","73","74","67","73"
"168930","78","65","74","79","32","59"
"230371","82","54","71","73","72","65"
"190947","74","72","79","75","40","72"
"229092","89","68","67","79","47","69"
"215270","77","67","74","79","43","61"
"183526","74","73","71","79","34","62"
"186598","74","52","65","67","74","70"
"213991","78","65","71","73","69","80"
"204776","66","38","54","56","74","80"
"208104","78","67","70","80","46","74"
"208616","78","72","69","77","53","70"
"211176","83","66","68","82","29","58"
"210665","71","63","69","70","72","77"
"173546","51","33","53","54","77","75"
"199915","50","37","51","60","74","79"
"214763","62","56","63","59","74","79"
"215531","75","68","77","77","57","67"
"194795","67","47","64","67","73","77"
"201452","82","74","73","77","25","69"
"159980","82","64","70","77","26","51"
"199661","66","64","64","69","75","77"
"155885","77","71","72","82","42","62"
"159981","85","64","67","74","57","61"
"230381","77","63","69","68","76","71"
"172013","60","52","69","69","78","68"
"192238","53","45","66","57","72","74"
"199663","58","66","73","70","70","85"
"137199","67","68","79","82","53","48"
"198640","77","72","73","79","32","53"
"182001","34","39","43","54","77","75"
"167666","77","74","72","76","53","73"
"199412","87","74","68","73","49","76"
"217844","76","47","64","74","72","77"
"230388","64","40","54","51","74","78"
"199157","75","61","66","70","71","78"
"199669","76","48","63","68","74","79"
"221174","87","72","70","77","33","59"
"157430","47","77","80","73","64","71"
"194806","65","43","59","60","76","76"
"5879","58","73","60","70","29","64"
"211703","76","72","76","73","37","63"
"216055","89","65","72","76","36","62"
"170231","62","37","56","56","77","69"
"237303","78","76","56","71","26","68"
"178679","39","48","53","46","75","81"
"183288","64","39","57","54","75","79"
"184312","96","65","66","77","28","66"
"199417","77","70","69","80","38","73"
"158969","70","71","78","76","33","59"
"173818","66","73","67","81","27","63"
"208379","71","45","49","60","77","73"
"190716","93","71","63","77","39","73"
"202750","70","35","55","54","74","80"
"203774","83","73","65","76","27","73"
"224254","88","75","70","78","27","56"
"188414","63","71","75","78","41","50"
"221695","81","65","75","79","63","78"
"103935","54","70","80","75","60","62"
"172287","59","60","67","63","72","81"
"167936","34","31","58","46","77","67"
"191488","66","53","65","61","76","74"
"198145","74","71","66","77","27","58"
"198657","78","57","69","69","71","80"
"199169","72","49","71","74","66","72"
"230401","54","47","55","49","74","74"
"190209","75","71","67","77","45","75"
"199170","78","71","72","74","74","79"
"200962","79","63","73","80","53","50"
"210947","73","76","64","72","32","69"
"233219","59","46","59","63","74","74"
"188931","51","46","64","62","72","76"
"202501","81","45","63","68","70","78"
"168965","74","71","79","75","57","72"
"194053","51","51","47","41","75","74"
"198150","70","73","61","68","36","68"
"150278","73","77","45","74","36","76"
"201223","79","63","68","75","72","80"
"231943","82","70","61","77","25","74"
"213000","69","34","51","48","75","72"
"219145","54","33","48","46","73","78"
"215050","66","49","47","55","73","75"
"157707","74","69","58","72","26","82"
"189707","75","72","64","75","39","75"
"183820","80","67","71","77","36","58"
"220685","72","76","62","72","35","72"
"177934","73","74","70","78","33","58"
"199439","68","76","71","72","40","69"
"160015","71","72","73","76","42","75"
"195087","48","62","65","61","72","81"
"160017","68","76","74","73","18","77"
"230417","75","72","65","67","73","70"
"186385","68","63","72","70","68","72"
"208914","72","29","46","48","73","80"
"222994","72","50","59","67","72","82"
"225299","55","47","49","57","75","72"
"189459","82","66","69","79","36","64"
"198420","92","72","65","76","38","74"
"157716","31","47","53","42","76","69"
"187924","52","71","78","76","56","65"
"181269","81","65","68","73","71","79"
"220182","75","42","57","64","74","73"
"53014","58","50","66","66","78","73"
"230423","59","68","68","70","72","76"
"187671","84","71","66","77","26","66"
"189975","59","75","60","64","36","79"
"230936","75","54","77","78","68","62"
"186392","65","54","65","65","76","75"
"215321","33","29","51","43","75","77"
"166937","73","73","71","74","41","74"
"186905","67","73","63","73","42","81"
"204826","54","38","46","42","76","74"
"167706","68","72","68","69","35","75"
"209691","56","44","63","54","73","79"
"189211","78","74","73","74","34","68"
"189723","67","72","62","75","34","68"
"160028","83","57","65","75","71","68"
"183068","70","72","68","73","44","58"
"189468","85","68","69","76","43","69"
"190748","79","70","69","77","39","63"
"212253","62","51","59","63","72","78"
"223517","68","64","70","73","74","73"
"230685","75","72","74","73","46","65"
"183581","69","58","65","67","73","81"
"221982","79","66","69","81","23","41"
"224030","71","60","72","76","51","56"
"200223","72","69","75","76","52","54"
"210463","89","71","64","81","31","65"
"210719","67","38","56","59","73","74"
"215071","84","62","65","72","70","76"
"234015","67","68","69","76","37","49"
"202529","76","49","72","74","68","72"
"213537","67","51","56","62","70","88"
"137506","59","73","71","80","38","59"
"215330","75","70","73","76","33","61"
"191011","73","75","61","79","47","71"
"225060","65","37","40","53","74","77"
"160292","50","68","76","71","68","70"
"201509","77","63","69","75","67","69"
"189221","68","64","74","74","72","76"
"191269","68","68","75","74","70","68"
"215334","63","75","53","70","35","77"
"215590","75","72","62","80","25","64"
"160038","73","46","67","73","75","68"
"211239","88","74","67","76","27","51"
"236583","73","72","67","77","31","74"
"191783","80","69","69","75","48","77"
"224808","50","19","37","42","76","76"
"177448","53","45","62","64","70","81"
"209449","93","67","63","78","36","50"
"211241","86","71","65","76","57","64"
"192041","69","41","52","56","74","77"
"230186","72","49","68","64","74","70"
"144172","73","72","68","74","49","73"
"221740","61","71","62","67","32","81"
"239148","70","75","69","69","53","74"
"172077","62","49","54","55","74","71"
"189485","88","67","67","80","23","46"
"137774","40","18","41","49","77","70"
"185135","80","59","64","69","68","73"
"193839","75","65","73","76","69","70"
"211504","68","78","76","73","52","70"
"198705","81","66","70","78","69","69"
"212273","93","71","66","75","31","66"
"235569","74","61","72","73","70","73"
"199986","67","55","68","67","75","79"
"200754","65","63","71","70","71","78"
"214323","69","48","60","69","73","80"
"221491","70","33","60","67","75","75"
"189491","76","71","71","75","57","68"
"198196","48","80","44","62","35","80"
"190772","74","42","63","64","73","75"
"201269","74","71","66","76","46","72"
"216373","76","49","60","73","72","65"
"193077","73","73","52","70","20","67"
"138806","43","74","62","70","24","68"
"221750","78","41","65","66","73","73"
"166710","57","69","69","74","53","66"
"186935","62","65","73","69","65","76"
"188727","34","26","58","46","75","75"
"218936","77","61","71","74","70","67"
"186680","75","76","60","73","42","75"
"210489","77","66","68","80","37","66"
"51257","33","75","68","66","32","69"
"183353","70","56","66","66","70","78"
"230202","74","53","63","73","72","66"
"160059","56","46","59","50","74","75"
"179515","60","47","64","58","72","76"
"214076","72","76","68","74","41","72"
"186684","40","52","53","56","75","84"
"194876","85","70","64","74","42","76"
"189757","73","71","54","69","37","77"
"205630","85","41","68","73","68","67"
"228414","81","73","67","79","34","60"
"197439","77","66","67","80","40","69"
"207679","79","71","70","76","32","56"
"230207","54","45","66","59","74","74"
"49472","77","73","65","74","36","73"
"213313","68","59","74","74","68","69"
"160065","68","54","58","63","73","74"
"230209","43","48","55","50","74","80"
"169281","89","71","66","77","28","60"
"214594","73","58","66","69","71","73"
"230466","51","73","75","74","30","52"
"203843","81","66","66","66","69","78"
"208451","78","64","71","76","55","70"
"211267","87","64","67","81","41","59"
"177475","75","69","79","77","46","68"
"199236","91","47","69","70","67","75"
"202052","80","73","60","71","26","72"
"230468","74","63","75","75","34","61"
"172100","46","68","72","72","68","80"
"193092","90","69","68","81","21","42"
"199493","75","71","69","77","48","72"
"200517","75","38","63","68","71","70"
"213317","77","30","66","70","71","68"
"160069","54","47","55","49","74","74"
"230213","56","47","57","53","75","74"
"206662","58","28","51","52","72","82"
"223046","68","40","54","60","74","76"
"165190","58","65","72","65","70","77"
"190535","62","66","76","74","49","60"
"199752","92","70","61","75","33","80"
"144200","82","67","75","75","67","65"
"155976","43","75","79","67","58","72"
"160072","75","62","75","76","52","57"
"232008","80","53","68","70","70","62"
"195912","64","74","58","72","34","79"
"200521","79","69","68","77","26","53"
"211017","77","71","71","77","45","61"
"170569","81","75","57","69","34","73"
"178249","82","73","70","75","34","68"
"202058","66","40","45","51","74","72"
"204874","65","74","73","78","37","64"
"159818","89","70","74","75","34","47"
"193098","81","69","72","73","41","67"
"213323","68","33","51","55","74","72"
"214092","73","67","71","74","30","64"
"213581","66","45","56","56","72","78"
"174669","66","53","74","74","69","67"
"215886","59","71","70","71","66","82"
"159566","62","65","75","67","68","66"
"160078","75","72","65","67","73","70"
"189263","78","68","73","76","25","60"
"229712","79","55","67","74","70","64"
"169808","81","65","73","79","69","65"
"182864","65","73","65","72","28","73"
"3665","52","74","76","72","55","60"
"201041","83","40","65","73","71","77"
"208977","93","72","63","74","36","68"
"163665","57","30","62","66","74","76"
"121937","76","74","67","77","41","70"
"210258","78","68","67","76","30","60"
"153938","50","59","71","72","79","72"
"160082","59","68","68","70","72","76"
"230482","79","63","71","77","31","45"
"201043","77","62","69","79","66","77"
"230483","76","61","72","74","30","62"
"195668","78","69","75","77","51","72"
"221269","74","51","66","70","73","71"
"158293","63","64","72","72","72","70"
"192342","61","76","75","74","40","75"
"153175","77","72","67","79","37","61"
"230487","72","72","73","75","29","66"
"199000","74","49","67","61","75","71"
"200536","87","50","67","74","69","71"
"230488","69","69","72","73","35","70"
"236632","83","69","65","82","34","60"
"198489","77","67","69","76","58","75"
"193881","76","65","71","78","35","59"
"152922","68","65","73","70","70","71"
"218970","81","74","53","74","23","68"
"225114","80","77","64","78","37","65"
"228698","77","72","72","73","60","70"
"231002","68","27","48","61","73","78"
"179547","74","72","71","75","60","71"
"188763","68","53","66","63","71","78"
"225116","76","70","65","77","45","74"
"229980","67","38","58","58","74","76"
"167516","62","66","70","76","42","71"
"213597","80","68","72","74","52","70"
"214110","74","71","67","76","46","72"
"184926","76","70","73","74","43","74"
"190558","84","38","52","56","71","83"
"230239","73","57","74","72","70","75"
"230495","55","76","60","66","22","73"
"168799","80","56","63","72","72","73"
"198240","74","62","71","67","71","75"
"199776","64","41","64","63","74","73"
"176992","67","59","68","64","73","80"
"189536","59","77","65","70","33","67"
"190560","63","36","50","43","74","83"
"208737","63","75","69","72","55","75"
"230497","83","72","58","74","33","59"
"176481","72","72","69","71","42","75"
"192098","75","68","67","76","67","77"
"235875","82","45","68","73","71","70"
"170084","73","75","80","71","41","76"
"225126","67","64","70","71","73","71"
"237670","74","68","74","77","56","63"
"186982","76","66","73","74","70","75"
"192102","84","59","71","72","68","66"
